Ship-to party,Region Code,sub_region_code,광역도시,시군구,담당 RDC 코드,담당 RDC 명
KP13856,NFE,JEJ_SGP,제주특별자치도,서귀포시,11RB,제주RDC
2666,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
3000864,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
3001421,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
3018826,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
3019705,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
5360,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
6562,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
7668,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
847,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
850,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
868,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
9108,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
9367,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KH01385,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KH09487,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KH10042,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KH10140,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KH10684,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KP11219,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KP11926,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KP12375,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KP12551,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KP12673,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KP12830,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KP13205,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
KP13608,EPA,CCB_CJ,충청북도,충주시,11R9,제천RDC
10066,ETA,CCB_DO,충청북도,단양군,11R9,제천RDC
1026,ETA,CCB_DO,충청북도,단양군,11R9,제천RDC
KH08542,ETA,CCB_DO,충청북도,단양군,11R9,제천RDC
KH10454,ETA,CCB_DO,충청북도,단양군,11R9,제천RDC
KH10836,ETA,CCB_DO,충청북도,단양군,11R9,제천RDC
1038,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
104,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
1045,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
1048,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
3007082,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
3007631,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
5158,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
9781,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
KH09479,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
KH09638,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
KP11218,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
KP11703,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
KP12377,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
KP12825,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
KP13106,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
KP13291,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
KP13750,ERA,CCB_JC,충청북도,제천시,11R9,제천RDC
2902,ELA,CCB_OS,충청북도,음성군,11R9,제천RDC
KP13700,ELA,CCB_OS,충청북도,음성군,11R9,제천RDC
10164,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
10523,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
2276,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
3706,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
4216,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
505,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
532,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KH02644,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KH09910,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KH10102,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KH10569,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KH10814,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KH11067,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KH11318,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KP11321,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KP12039,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KP12208,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KP13098,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KP13136,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KP13144,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KP13362,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
KP13758,GUA,GGI_OC2,경기도,이천시,11R9,제천RDC
3016062,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
529,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
6360,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
7918,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KH06932,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP12219,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP12404,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP12496,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP12607,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP13019,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP13064,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP13069,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP13138,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP13223,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP13247,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP13453,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP13717,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
KP13747,GVA,GGI_OJ2,경기도,여주시,11R9,제천RDC
1462,PBA,GSB_BH,경상북도,봉화군,11R9,제천RDC
1467,PBA,GSB_BH,경상북도,봉화군,11R9,제천RDC
KH10702,PBA,GSB_BH,경상북도,봉화군,11R9,제천RDC
KP13407,PCA,GSB_BH,경상북도,봉화군,11R9,제천RDC
KP13416,PBA,GSB_BH,경상북도,봉화군,11R9,제천RDC
1471,PAA,GSB_OJ,경상북도,영주시,11R9,제천RDC
5040,PAA,GSB_OJ,경상북도,영주시,11R9,제천RDC
9598,PAA,GSB_OJ,경상북도,영주시,11R9,제천RDC
9603,PAA,GSB_OJ,경상북도,영주시,11R9,제천RDC
KH06150,PAA,GSB_OJ,경상북도,영주시,11R9,제천RDC
KH11006,PAA,GSB_OJ,경상북도,영주시,11R9,제천RDC
KP11098,PAA,GSB_OJ,경상북도,영주시,11R9,제천RDC
KP11514,PAA,GSB_OJ,경상북도,영주시,11R9,제천RDC
KP13287,PAA,GSB_OJ,경상북도,영주시,11R9,제천RDC
KP13792,PAA,GSB_OJ,경상북도,영주시,11R9,제천RDC
KP13845,PAA,GSB_OJ,경상북도,영주시,11R9,제천RDC
1031,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
1059,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
3015637,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
7663,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
8206,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
KH05591,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
KH10370,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
KH11310,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
KP11462,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
KP11465,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
KP12046,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
KP12394,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
KP12996,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
KP13041,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
KP13664,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
KP13804,CAA,GWO_CC,강원도,춘천시,11R9,제천RDC
1012,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
4300,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
5128,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
7596,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
8427,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
8994,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
976,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
KH02348,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
KH09230,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
KH09861,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
KH11281,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
KP11463,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
KP13411,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
KP13634,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
KP13677,CPA,GWO_DH,강원도,동해시,11R9,제천RDC
1011,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
10442,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
3001408,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
3019157,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
3019346,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
3020459,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
3020461,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
3328,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
4703,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
7317,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
7556,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
9564,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
993,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
999,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KH01341,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KH02203,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KH09590,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KH10418,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KH10574,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KH11098,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KH11258,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KP11471,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KP12144,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KP12489,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KP12529,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KP12827,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KP13110,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
KP13270,CCA,GWO_GR,강원도,강릉시,11R9,제천RDC
957,CGB,GWO_GS,강원도,고성군,11R9,제천RDC
KP13030,CGB,GWO_GS,강원도,고성군,11R9,제천RDC
3004393,CSA,GWO_HC,강원도,홍천군,11R9,제천RDC
KP11620,CSA,GWO_HC,강원도,홍천군,11R9,제천RDC
KP12361,CSA,GWO_HC,강원도,홍천군,11R9,제천RDC
KP12414,CSA,GWO_HC,강원도,홍천군,11R9,제천RDC
KP13660,CSA,GWO_HC,강원도,홍천군,11R9,제천RDC
KH05611,CBA,GWO_HC2,강원도,화천군,11R9,제천RDC
KH09841,CBA,GWO_HC2,강원도,화천군,11R9,제천RDC
KP11390,CBA,GWO_HC2,강원도,화천군,11R9,제천RDC
1061,CKA,GWO_HS,강원도,횡성군,11R9,제천RDC
3001071,CKA,GWO_HS,강원도,횡성군,11R9,제천RDC
KH00070,CKA,GWO_HS,강원도,횡성군,11R9,제천RDC
KH10322,CKA,GWO_HS,강원도,횡성군,11R9,제천RDC
KH11312,CKA,GWO_HS,강원도,횡성군,11R9,제천RDC
KP11466,CKA,GWO_HS,강원도,횡성군,11R9,제천RDC
KP13164,CKA,GWO_HS,강원도,횡성군,11R9,제천RDC
1016,CNA,GWO_JS,강원도,정선군,11R9,제천RDC
6641,CNA,GWO_JS,강원도,정선군,11R9,제천RDC
KP11464,CNA,GWO_JS,강원도,정선군,11R9,제천RDC
KP11666,CNA,GWO_JS,강원도,정선군,11R9,제천RDC
KP13638,CNA,GWO_JS,강원도,정선군,11R9,제천RDC
1053,CUA,GWO_O,강원도,양구군,11R9,제천RDC
KP12395,CUA,GWO_O,강원도,양구군,11R9,제천RDC
1055,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
3015275,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
3018866,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
3019572,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
6237,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
7415,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
7571,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
7606,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KH02138,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KH09075,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KH09583,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KH09730,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KH10362,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KH10801,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KH11003,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KH11097,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KH11155,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP11006,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP11010,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP11288,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP11416,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP11429,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP11954,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP12777,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP12870,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP12986,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP12990,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP13143,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP13454,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
KP13684,CIA,GWO_OJ,강원도,원주시,11R9,제천RDC
1020,CTA,GWO_OJ2,강원도,인제군,11R9,제천RDC
3013743,CTA,GWO_OJ2,강원도,인제군,11R9,제천RDC
3015062,CTA,GWO_OJ2,강원도,인제군,11R9,제천RDC
3015519,CTA,GWO_OJ2,강원도,인제군,11R9,제천RDC
3017271,CTA,GWO_OJ2,강원도,인제군,11R9,제천RDC
7662,CTA,GWO_OJ2,강원도,인제군,11R9,제천RDC
KH08795,CTA,GWO_OJ2,강원도,인제군,11R9,제천RDC
KH10560,CTA,GWO_OJ2,강원도,인제군,11R9,제천RDC
KH10834,CTA,GWO_OJ2,강원도,인제군,11R9,제천RDC
KH11188,CTA,GWO_OJ2,강원도,인제군,11R9,제천RDC
KP11467,CTA,GWO_OJ2,강원도,인제군,11R9,제천RDC
994,CEA,GWO_OO,강원도,양양군,11R9,제천RDC
KH08805,CEA,GWO_OO,강원도,양양군,11R9,제천RDC
KP11469,CEA,GWO_OO,강원도,양양군,11R9,제천RDC
10306,CLA,GWO_OO2,강원도,영월군,11R9,제천RDC
7069,CLA,GWO_OO2,강원도,영월군,11R9,제천RDC
KH00336,CLA,GWO_OO2,강원도,영월군,11R9,제천RDC
KH10678,CLA,GWO_OO2,강원도,영월군,11R9,제천RDC
KP11606,CLA,GWO_OO2,강원도,영월군,11R9,제천RDC
KP12109,CLA,GWO_OO2,강원도,영월군,11R9,제천RDC
KP12210,CLA,GWO_OO2,강원도,영월군,11R9,제천RDC
KP13254,CLA,GWO_OO2,강원도,영월군,11R9,제천RDC
1017,CMA,GWO_PC,강원도,평창군,11R9,제천RDC
3019439,CMA,GWO_PC,강원도,평창군,11R9,제천RDC
3022023,CMA,GWO_PC,강원도,평창군,11R9,제천RDC
971,CMA,GWO_PC,강원도,평창군,11R9,제천RDC
KH09241,CMA,GWO_PC,강원도,평창군,11R9,제천RDC
KH10079,CMA,GWO_PC,강원도,평창군,11R9,제천RDC
KH11297,CMA,GWO_PC,강원도,평창군,11R9,제천RDC
KH11390,CMA,GWO_PC,강원도,평창군,11R9,제천RDC
KP12092,CMA,GWO_PC,강원도,평창군,11R9,제천RDC
KP12209,CMA,GWO_PC,강원도,평창군,11R9,제천RDC
KP12381,CMB,GWO_PC,강원도,평창군,11R9,제천RDC
KP12703,CFA,GWO_PC,강원도,평창군,11R9,제천RDC
KP13654,CMA,GWO_PC,강원도,평창군,11R9,제천RDC
6206,CQA,GWO_SC,강원도,삼척시,11R9,제천RDC
8431,CQA,GWO_SC,강원도,삼척시,11R9,제천RDC
KH11340,CQA,GWO_SC,강원도,삼척시,11R9,제천RDC
KP11680,CQA,GWO_SC,강원도,삼척시,11R9,제천RDC
KP12175,CQA,GWO_SC,강원도,삼척시,11R9,제천RDC
KP12832,CQA,GWO_SC,강원도,삼척시,11R9,제천RDC
KP12985,CQA,GWO_SC,강원도,삼척시,11R9,제천RDC
KP13791,CQA,GWO_SC,강원도,삼척시,11R9,제천RDC
3014656,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
3015516,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
3018124,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
989,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
KH00811,CMA,GWO_SC2,강원도,속초시,11R9,제천RDC
KH01106,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
KH09911,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
KP11550,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
KP12917,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
KP12920,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
KP13020,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
KP13355,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
KP13475,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
KP13639,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
KP13694,CFA,GWO_SC2,강원도,속초시,11R9,제천RDC
1010,COA,GWO_TB,강원도,태백시,11R9,제천RDC
2663,COA,GWO_TB,강원도,태백시,11R9,제천RDC
8272,COA,GWO_TB,강원도,태백시,11R9,제천RDC
8891,COA,GWO_TB,강원도,태백시,11R9,제천RDC
KF01371,DP,DJN_DD,대전광역시,대덕구,11RE,중부RDC
KH11395,FSA,GGI_GM,경기도,광명시,11RE,중부RDC
KH11389,CAA,GWO_CC,강원도,춘천시,11RE,중부RDC
10193,LMA,BUS_B,부산광역시,북구,11RD,칠곡RDC
1532,LMA,BUS_B,부산광역시,북구,11RD,칠곡RDC
3003965,LMA,BUS_B,부산광역시,북구,11RD,칠곡RDC
3020478,LMA,BUS_B,부산광역시,북구,11RD,칠곡RDC
7837,LMA,BUS_B,부산광역시,북구,11RD,칠곡RDC
KP12094,LMA,BUS_B,부산광역시,북구,11RD,칠곡RDC
KP12129,LMA,BUS_B,부산광역시,북구,11RD,칠곡RDC
KP12955,LMA,BUS_B,부산광역시,북구,11RD,칠곡RDC
1536,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
1601,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
7573,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
7878,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KH02065,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KH05341,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KH05537,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KH08468,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KH10389,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KH11011,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KH11392,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KP11391,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KP11880,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KP12800,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KP12898,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KP13056,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
KP13605,LLA,BUS_BSJ,부산광역시,부산진구,11RD,칠곡RDC
1148,LBA,BUS_D,부산광역시,동구,11RD,칠곡RDC
KH10104,LBA,BUS_D,부산광역시,동구,11RD,칠곡RDC
1579,LFA,BUS_DR,부산광역시,동래구,11RD,칠곡RDC
3021936,LFA,BUS_DR,부산광역시,동래구,11RD,칠곡RDC
4368,LFA,BUS_DR,부산광역시,동래구,11RD,칠곡RDC
KP11715,LFA,BUS_DR,부산광역시,동래구,11RD,칠곡RDC
KP12315,LFA,BUS_DR,부산광역시,동래구,11RD,칠곡RDC
KP12486,LFA,BUS_DR,부산광역시,동래구,11RD,칠곡RDC
KP12613,LFA,BUS_DR,부산광역시,동래구,11RD,칠곡RDC
KP13613,LFA,BUS_DR,부산광역시,동래구,11RD,칠곡RDC
10631,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
1595,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
3019071,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
5322,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KH00560,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KH08202,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KH09752,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KH10095,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KH10139,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KH10403,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KH11180,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KP11799,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KP11818,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KP12051,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KP12425,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KP12506,LHC,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KP12507,LHC,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KP12508,LHC,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KP12624,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
KP13141,LHA,BUS_GJ,부산광역시,금정구,11RD,칠곡RDC
1599,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
3003707,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
3020476,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
3022090,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
8932,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
9621,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KH02254,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KH07667,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KH09537,8,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KH09601,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KH11007,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KH11019,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KH11027,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KH11053,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KP11290,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KP11392,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KP11630,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KP11688,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KP11746,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KP12111,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KP12934,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KP13649,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
KP13859,LPA,BUS_GJ2,부산광역시,기장군,11RD,칠곡RDC
3001045,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
3013746,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
3014884,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
6542,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
7404,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
9608,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KH00557,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KH01151,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KH01218,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KH09056,LOD,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KH10256,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KH10524,LKA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KH10710,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KH10745,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KH10839,LKA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KP11035,LKA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KP11318,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KP12136,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KP12194,LKA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KP12449,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KP12875,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KP12899,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KP13168,LKA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
KP13734,LOA,BUS_GS,부산광역시,강서구,11RD,칠곡RDC
1570,LJA,BUS_HOD,부산광역시,해운대구,11RD,칠곡RDC
1588,LJA,BUS_HOD,부산광역시,해운대구,11RD,칠곡RDC
3019266,LJA,BUS_HOD,부산광역시,해운대구,11RD,칠곡RDC
3021935,LJA,BUS_HOD,부산광역시,해운대구,11RD,칠곡RDC
5994,LJA,BUS_HOD,부산광역시,해운대구,11RD,칠곡RDC
