Ship-to party,Region Code,sub_region_code,광역도시,시군구,담당 RDC 코드,담당 RDC 명
KH11065,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KH11081,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KH11195,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KH11327,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP11587,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP11607,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP11705,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP11803,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP11932,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP11997,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP12006,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP12069,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP12369,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP12413,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP12432,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP12490,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP12499,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP12535,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP12610,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP12678,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP12999,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13033,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13232,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13255,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13261,GFA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13365,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13366,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13643,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13657,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13682,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13713,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13714,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13715,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13785,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13794,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13796,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
KP13868,GIA,GGI_HS,경기도,화성시,11R2,평택RDC
10427,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
10428,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
10549,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
200,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
3004654,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
3019158,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
3019726,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
3019945,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
3020117,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
3022065,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
4680,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
4883,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
5097,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
6649,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
6713,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
7753,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
7888,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
9532,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
9782,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
9856,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KH02177,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KH02238,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KH05645,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KH06167,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KH07280,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KH08118,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KH10058,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KH10068,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KH10525,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KH11377,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP11207,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP11566,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP11864,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP11964,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP12138,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP12708,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP12836,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP13173,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP13624,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP13738,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP13762,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP13815,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
KP13827,HBA,GGI_NOJ,경기도,남양주시,11R2,평택RDC
4933,HJA,GGI_OC,경기도,연천군,11R2,평택RDC
8963,HJA,GGI_OC,경기도,연천군,11R2,평택RDC
KH02190,HJA,GGI_OC,경기도,연천군,11R2,평택RDC
KH11291,HHA,GGI_OC,경기도,연천군,11R2,평택RDC
KP11418,HJA,GGI_OC,경기도,연천군,11R2,평택RDC
3020004,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
3859,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
4689,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
6952,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
7416,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
8957,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
9072,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
9166,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KH02202,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KH09497,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KH10241,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KH10832,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KH11073,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KH11102,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KP11627,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KP12609,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KP13074,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KP13297,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KP13604,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
KP13761,HGA,GGI_OJ,경기도,양주시,11R2,평택RDC
10071,HFA,GGI_OJB,경기도,의정부시,11R2,평택RDC
3015899,HFA,GGI_OJB,경기도,의정부시,11R2,평택RDC
3760,HFA,GGI_OJB,경기도,의정부시,11R2,평택RDC
KH05555,HFA,GGI_OJB,경기도,의정부시,11R2,평택RDC
KH07992,HFA,GGI_OJB,경기도,의정부시,11R2,평택RDC
KH09586,HFA,GGI_OJB,경기도,의정부시,11R2,평택RDC
KH10312,HFA,GGI_OJB,경기도,의정부시,11R2,평택RDC
KP12405,HFA,GGI_OJB,경기도,의정부시,11R2,평택RDC
KP12793,HFA,GGI_OJB,경기도,의정부시,11R2,평택RDC
KP13611,HFA,GGI_OJB,경기도,의정부시,11R2,평택RDC
KP13628,HFA,GGI_OJB,경기도,의정부시,11R2,평택RDC
3001567,GEA,GGI_OO,경기도,의왕시,11R2,평택RDC
3022039,GEA,GGI_OO,경기도,의왕시,11R2,평택RDC
3198,GEA,GGI_OO,경기도,의왕시,11R2,평택RDC
8083,GEA,GGI_OO,경기도,의왕시,11R2,평택RDC
KH06925,GEA,GGI_OO,경기도,의왕시,11R2,평택RDC
KP12785,GEA,GGI_OO,경기도,의왕시,11R2,평택RDC
10021,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
10307,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
260,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
3011205,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
3011331,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
3015376,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
3019110,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
6203,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
6610,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
7437,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
7642,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
7723,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
7866,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
7890,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
8292,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
9280,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
9993,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH01222,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH02107,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH07326,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH08403,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH09883,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH10071,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH10310,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH10383,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH11029,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH11047,GIA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH11066,GIA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH11072,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH11087,GIA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KH11088,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP11870,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP12182,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP12618,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP12869,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP12980,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP13021,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP13039,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP13089,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP13091,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP13470,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP13686,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP13744,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
KP13870,GKA,GGI_OOCO,경기도,용인시 처인구,11R2,평택RDC
10587,GBA,GGI_OODO,경기도,안양시 동안구,11R2,평택RDC
5206,GBA,GGI_OODO,경기도,안양시 동안구,11R2,평택RDC
701,GBA,GGI_OODO,경기도,안양시 동안구,11R2,평택RDC
KH02231,GBA,GGI_OODO,경기도,안양시 동안구,11R2,평택RDC
KH10809,GBA,GGI_OODO,경기도,안양시 동안구,11R2,평택RDC
KH10902,GBA,GGI_OODO,경기도,안양시 동안구,11R2,평택RDC
KH11082,GBA,GGI_OODO,경기도,안양시 동안구,11R2,평택RDC
KP11147,GBA,GGI_OODO,경기도,안양시 동안구,11R2,평택RDC
KP11676,GBA,GGI_OODO,경기도,안양시 동안구,11R2,평택RDC
KP12932,GBA,GGI_OODO,경기도,안양시 동안구,11R2,평택RDC
4701,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
8402,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
9369,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH01275,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH01433,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH02180,GFA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH07504,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH08556,GIA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH08776,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH10479,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH10810,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH10918,GIA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH10962,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH11084,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KH11095,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP11719,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP12045,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP12071,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP12339,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP12387,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP12560,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP12952,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP12965,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP13001,GIA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP13077,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP13187,GJA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP13229,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP13447,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
KP13865,GKA,GGI_OOGH,경기도,용인시 기흥구,11R2,평택RDC
10241,GBA,GGI_OOMO,경기도,안양시 만안구,11R2,평택RDC
6098,GBA,GGI_OOMO,경기도,안양시 만안구,11R2,평택RDC
6457,GBA,GGI_OOMO,경기도,안양시 만안구,11R2,평택RDC
8103,GBA,GGI_OOMO,경기도,안양시 만안구,11R2,평택RDC
KH00354,GBA,GGI_OOMO,경기도,안양시 만안구,11R2,평택RDC
KP12639,GBA,GGI_OOMO,경기도,안양시 만안구,11R2,평택RDC
3013011,GKA,GGI_OOSJ,경기도,용인시 수지구,11R2,평택RDC
3016565,GKA,GGI_OOSJ,경기도,용인시 수지구,11R2,평택RDC
8606,GKA,GGI_OOSJ,경기도,용인시 수지구,11R2,평택RDC
8712,GKA,GGI_OOSJ,경기도,용인시 수지구,11R2,평택RDC
KH07505,GKA,GGI_OOSJ,경기도,용인시 수지구,11R2,평택RDC
KP11065,GKA,GGI_OOSJ,경기도,용인시 수지구,11R2,평택RDC
KP11722,GKA,GGI_OOSJ,경기도,용인시 수지구,11R2,평택RDC
8378,HDA,GGI_OP,경기도,양평군,11R2,평택RDC
KH02235,HDA,GGI_OP,경기도,양평군,11R2,평택RDC
KH09495,HDA,GGI_OP,경기도,양평군,11R2,평택RDC
KH10107,HDA,GGI_OP,경기도,양평군,11R2,평택RDC
KP13007,HDA,GGI_OP,경기도,양평군,11R2,평택RDC
KP13461,HDA,GGI_OP,경기도,양평군,11R2,평택RDC
10512,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
3009605,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
6363,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
6716,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
7183,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
7840,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
8148,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
9807,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
KH02300,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
KH09174,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
KH10580,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
KH10980,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
KH11307,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
KP11074,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
KP11307,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
KP13670,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
KP13691,GNA,GGI_OS,경기도,안성시,11R2,평택RDC
3001159,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
3015694,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
6101,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
627,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
7814,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
9365,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
9651,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
KH08003,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
KH11068,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
KH11083,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
KH11177,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
KP11051,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
KP12187,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
KP12382,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
KP12989,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
KP13692,GJA,GGI_OS2,경기도,오산시,11R2,평택RDC
10105,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
10502,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
5341,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
6382,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
702,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
716,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
7863,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
9364,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
9669,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
KP11028,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
KP11852,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
KP13202,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
KP13786,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
KP13873,FTA,GGI_OSDO,경기도,안산시 단원구,11R2,평택RDC
5951,FTA,GGI_OSSR,경기도,안산시 상록구,11R2,평택RDC
6097,FTA,GGI_OSSR,경기도,안산시 상록구,11R2,평택RDC
727,FTA,GGI_OSSR,경기도,안산시 상록구,11R2,평택RDC
9883,FTA,GGI_OSSR,경기도,안산시 상록구,11R2,평택RDC
KH10051,FTA,GGI_OSSR,경기도,안산시 상록구,11R2,평택RDC
KP12677,FTA,GGI_OSSR,경기도,안산시 상록구,11R2,평택RDC
KP13079,FTA,GGI_OSSR,경기도,안산시 상록구,11R2,평택RDC
KP13092,FTA,GGI_OSSR,경기도,안산시 상록구,11R2,평택RDC
KP13280,FTA,GGI_OSSR,경기도,안산시 상록구,11R2,평택RDC
3005806,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
3018268,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
3019236,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
5174,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
6843,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
8135,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KH00109,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KH08606,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KH08630,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KH09483,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KH09684,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KH10620,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KH10753,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KH10958,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KH11036,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KH11262,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KP12042,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KP12124,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KP12163,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KP12559,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KP12715,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KP12739,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KP13112,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KP13313,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KP13458,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KP13672,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
KP13756,HKA,GGI_PC,경기도,포천시,11R2,평택RDC
3015787,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
3017245,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
317,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
3416,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
51,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
7796,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KH01995,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KH10417,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP11577,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP11632,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP11678,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP11720,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP12110,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP12346,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP13034,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP13063,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP13107,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP13128,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP13210,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP13652,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
KP13669,FLA,GGI_PJ,경기도,파주시,11R2,평택RDC
2685,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
3004030,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
3014293,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
3015453,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
3022187,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
6992,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
7018,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
7402,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
7561,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
785,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
7858,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
7894,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
805,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
8380,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
9966,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH02481,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH07306,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH09855,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH10378,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH10460,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH10622,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH10630,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH10805,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH11071,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH11123,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH11141,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH11192,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH11202,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KH11381,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP11406,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP11682,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP11836,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP11959,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP12176,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP12442,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP12556,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP12772,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP12816,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP12935,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13049,GLA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13121,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13174,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13214,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13220,GLA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13274,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13294,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13463,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13467,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13708,GLA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13716,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13741,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13771,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
KP13828,GMA,GGI_PT,경기도,평택시,11R2,평택RDC
10360,FVA,GGI_SH,경기도,시흥시,11R2,평택RDC
10570,FVA,GGI_SH,경기도,시흥시,11R2,평택RDC
3004865,FVA,GGI_SH,경기도,시흥시,11R2,평택RDC
3017208,FVA,GGI_SH,경기도,시흥시,11R2,평택RDC
4236,FVA,GGI_SH,경기도,시흥시,11R2,평택RDC
477,FVA,GGI_SH,경기도,시흥시,11R2,평택RDC
6082,FVA,GGI_SH,경기도,시흥시,11R2,평택RDC
6845,FVA,GGI_SH,경기도,시흥시,11R2,평택RDC
