G/I Plant 코드,G/I Plant 명,Actual Plant 코드,Actual Plant 명,광역도시,시군구,거리,기준운반비,Shipment No.
,,,,,,,,
1120,대전공장,11R2,평택RDC,경기도,광주시,130 km,"244,000",1004990648
1120,대전공장,11R2,평택RDC,경기도,광주시,130 km,"244,000",1005003527
1120,대전공장,11R2,평택RDC,경기도,광주시,130 km,"309,000",1005198724
1120,대전공장,11R2,평택RDC,경기도,광주시,130 km,"309,000",1005213529
1120,대전공장,11R2,평택RDC,경기도,남양주시,160 km,"251,460",1004992633
1120,대전공장,11R2,평택RDC,경기도,수원시 팔달구,130 km,"222,000",1005201074
1120,대전공장,11R2,평택RDC,경기도,수원시 팔달구,130 km,"274,000",1004993493
1120,대전공장,11R2,평택RDC,경기도,안산시 상록구,140 km,"258,390",1004992634
1120,대전공장,11R2,평택RDC,경기도,안산시 상록구,140 km,"273,000",1004990647
1120,대전공장,11R2,평택RDC,경기도,안산시 상록구,140 km,"276,000",1005201001
1120,대전공장,11R2,평택RDC,경기도,안산시 상록구,140 km,"276,000",1005203176
1120,대전공장,11R2,평택RDC,경기도,안산시 상록구,140 km,"276,000",1005220224
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"230,670",1004999571
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"230,670",1005002576
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"230,670",1005004568
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"233,000",1004989455
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"243,000",1004991836
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"243,000",1004999777
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"308,000",1004990690
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"308,000",1004992452
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"308,000",1004996490
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"308,000",1004997465
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005195833
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005200508
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005202702
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005204400
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005205592
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005208561
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005211298
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005212518
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005213883
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005214747
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005218929
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005220365
1120,대전공장,11R2,평택RDC,경기도,안성시,90 km,"314,000",1005222564
1120,대전공장,11R2,평택RDC,경기도,양주시,180 km,"321,000",1004994775
1120,대전공장,11R2,평택RDC,경기도,양주시,180 km,"336,000",1005204958
1120,대전공장,11R2,평택RDC,경기도,오산시,110 km,"216,810",1004993492
1120,대전공장,11R2,평택RDC,경기도,용인시 기흥구,120 km,"274,000",1004996497
1120,대전공장,11R2,평택RDC,경기도,용인시 처인구,120 km,"219,000",1004990811
1120,대전공장,11R2,평택RDC,경기도,용인시 처인구,120 km,"274,000",1005003562
1120,대전공장,11R2,평택RDC,경기도,용인시 처인구,120 km,"278,000",1005216940
1120,대전공장,11R2,평택RDC,경기도,용인시 처인구,120 km,현장인도,1005001810
1120,대전공장,11R2,평택RDC,경기도,평택시,90 km,"200,000",1005208448
1120,대전공장,11R2,평택RDC,경기도,평택시,90 km,"246,000",1004993494
1120,대전공장,11R2,평택RDC,경기도,평택시,90 km,"250,000",1005200542
1120,대전공장,11R2,평택RDC,경기도,평택시,90 km,"276,000",1005214745
1120,대전공장,11R2,평택RDC,경기도,하남시,140 km,"308,000",1004999778
1120,대전공장,11R2,평택RDC,경기도,화성시,130 km,"271,000",1004994562
1120,대전공장,11R2,평택RDC,경기도,화성시,130 km,"271,000",1004999355
1120,대전공장,11R2,평택RDC,서울특별시,구로구,160 km,"318,000",1005001817
1120,대전공장,11R2,평택RDC,서울특별시,구로구,160 km,"318,000",1005003564
1120,대전공장,11R2,평택RDC,서울특별시,구로구,160 km,"318,000",1005004567
1120,대전공장,11R2,평택RDC,서울특별시,동대문구,160 km,"305,000",1004995911
1120,대전공장,11R2,평택RDC,서울특별시,동대문구,160 km,"305,000",1005005705
1120,대전공장,11R2,평택RDC,서울특별시,동대문구,160 km,"318,000",1004993491
1120,대전공장,11R2,평택RDC,서울특별시,동대문구,160 km,"323,000",1005200548
1120,대전공장,11R2,평택RDC,서울특별시,동대문구,160 km,"323,000",1005203191
1120,대전공장,11R2,평택RDC,서울특별시,동대문구,160 km,"323,000",1005204404
1120,대전공장,11R2,평택RDC,서울특별시,동대문구,160 km,"323,000",1005206836
1120,대전공장,11R2,평택RDC,서울특별시,송파구,150 km,"318,000",1004990698
1120,대전공장,11R2,평택RDC,인천광역시,부평구,170 km,"263,340",1004989811
1120,대전공장,11R2,평택RDC,인천광역시,부평구,170 km,"333,000",1004990699
1120,대전공장,11R2,평택RDC,인천광역시,서구,180 km,"333,000",1004995912
1120,대전공장,11R2,평택RDC,인천광역시,서구,180 km,"333,000",1005005625
1120,대전공장,11R2,평택RDC,인천광역시,서구,180 km,"338,000",1005201070
1120,대전공장,11R2,평택RDC,충청남도,아산시,70 km,"184,140",1005006725
1120,대전공장,11R2,평택RDC,충청남도,아산시,70 km,"188,000",1005203193
1120,대전공장,11R2,평택RDC,충청남도,아산시,70 km,"221,760",1005006726
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"176,220",1004995567
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"209,880",1004991920
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"209,880",1005003843
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"211,860",1005195834
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"211,860",1005209939
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"212,000",1004990644
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"212,000",1004991169
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"212,000",1004998348
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"212,000",1005000651
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"214,000",1005197988
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"246,000",1005205469
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"283,000",1005198790
1120,대전공장,11R2,평택RDC,충청남도,천안시 동남구,70 km,"283,000",1005200545
1120,대전공장,11R2,평택RDC,충청북도,음성군,70 km,"299,000",1005201562
1120,대전공장,11R2,평택RDC,충청북도,진천군,60 km,"175,230",1004994565
1120,대전공장,11R2,평택RDC,충청북도,진천군,60 km,"176,220",1005200547
1120,대전공장,11R2,평택RDC,충청북도,진천군,60 km,"176,220",1005208449
1120,대전공장,11R9,제천RDC,강원도,강릉시,270 km,"466,000",1004999779
1120,대전공장,11R9,제천RDC,강원도,원주시,140 km,"259,000",1005005295
1120,대전공장,11R9,제천RDC,강원도,원주시,140 km,"324,000",1004999356
1120,대전공장,11R9,제천RDC,강원도,원주시,140 km,"324,000",1004999820
1120,대전공장,11R9,제천RDC,강원도,원주시,140 km,"324,000",1005000519
1120,대전공장,11R9,제천RDC,강원도,원주시,140 km,"324,000",1005000650
1120,대전공장,11R9,제천RDC,강원도,원주시,140 km,"324,000",1005001818
1120,대전공장,11R9,제천RDC,강원도,원주시,140 km,"324,000",1005003566
1120,대전공장,11R9,제천RDC,강원도,원주시,140 km,"324,000",1005004566
1120,대전공장,11R9,제천RDC,경기도,이천시,110 km,"274,000",1005001816
1120,대전공장,11RC,계룡RDC,대전광역시,동구,20 km,"112,860",1005200546
1120,대전공장,11RC,계룡RDC,대전광역시,동구,20 km,"132,660",1005005704
1120,대전공장,11RC,계룡RDC,대전광역시,동구,20 km,"143,000",1005198729
1120,대전공장,11RC,계룡RDC,전라북도,완주군,80 km,"240,000",1004994777
1120,대전공장,11RC,계룡RDC,전라북도,완주군,80 km,"240,000",1004994882
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"134,640",1004992632
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"136,000",1004991168
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"136,000",1004993255
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"136,620",1005195831
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"136,620",1005197984
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"136,620",1005199561
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"136,620",1005212517
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"138,000",1005218970
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"165,330",1004997722
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"165,330",1005003526
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"166,320",1005201072
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"167,000",1004997723
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"167,000",1005000517
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"170,000",1005005291
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"170,000",1005005292
1120,대전공장,11RC,계룡RDC,충청북도,청주시 서원구,30 km,"193,000",1005204959
1120,대전공장,11RC,계룡RDC,충청북도,청주시 흥덕구,30 km,"138,000",1005198725
1120,대전공장,11RD,칠곡RDC,경상남도,진주시,190 km,"371,000",1005197987
1120,대전공장,11RD,칠곡RDC,경상남도,창녕군,180 km,"343,530",1004989816
1120,대전공장,11RD,칠곡RDC,경상남도,창녕군,180 km,"343,530",1004990646
1120,대전공장,11RD,칠곡RDC,경상남도,창녕군,180 km,"343,530",1005000518
1120,대전공장,11RD,칠곡RDC,경상남도,창녕군,180 km,"347,000",1004993490
1120,대전공장,11RD,칠곡RDC,경상남도,창녕군,180 km,"364,000",1005216936
1120,대전공장,11RD,칠곡RDC,경상남도,창원시 마산합포구,230 km,"402,930",1004996496
1120,대전공장,11RD,칠곡RDC,경상북도,안동시,150 km,"341,000",1004990649
1120,대전공장,11RD,칠곡RDC,대구광역시,달서구,150 km,"306,000",1005196617
1120,대전공장,11RD,칠곡RDC,대구광역시,달서구,150 km,"306,000",1005197985
1120,대전공장,11RD,칠곡RDC,대구광역시,달서구,150 km,"315,000",1004991835
1120,대전공장,11RD,칠곡RDC,대구광역시,달서구,150 km,"315,000",1004998349
1120,대전공장,11RD,칠곡RDC,대구광역시,북구,155 km,"252,000",1004991834
1120,대전공장,11RD,칠곡RDC,대구광역시,북구,155 km,"297,990",1004991832
1120,대전공장,11RD,칠곡RDC,대구광역시,북구,155 km,"297,990",1004994563
1120,대전공장,11RD,칠곡RDC,대구광역시,북구,155 km,"297,990",1004994883
1120,대전공장,11RD,칠곡RDC,대구광역시,북구,155 km,"302,940",1005204403
1120,대전공장,11RD,칠곡RDC,대구광역시,북구,155 km,"315,000",1004998570
1120,대전공장,11RD,칠곡RDC,대구광역시,북구,155 km,"315,000",1005005293
1120,대전공장,11RD,칠곡RDC,대구광역시,서구,150 km,"297,990",1005003563
1120,대전공장,11RD,칠곡RDC,대구광역시,서구,150 km,"302,940",1005206835
1120,대전공장,11RD,칠곡RDC,대구광역시,중구,160 km,"301,000",1004994564
1130,금산공장,11R2,평택RDC,경기도,광주시,180 km,"336,000",1005005893
1130,금산공장,11R2,평택RDC,경기도,광주시,180 km,"343,000",1005219584
1130,금산공장,11R2,평택RDC,경기도,김포시,198 km,"299,970",1005212639
1130,금산공장,11R2,평택RDC,경기도,남양주시,205 km,"349,000",1005002118
1130,금산공장,11R2,평택RDC,경기도,남양주시,205 km,"354,000",1005220281
1130,금산공장,11R2,평택RDC,경기도,남양주시,205 km,"393,000",1005207021
1130,금산공장,11R2,평택RDC,경기도,성남시 분당구,175 km,"336,000",1005004717
1130,금산공장,11R2,평택RDC,경기도,수원시 권선구,170 km,"242,550",1005003792
1130,금산공장,11R2,평택RDC,경기도,수원시 권선구,170 km,"306,000",1005003793
1130,금산공장,11R2,평택RDC,경기도,수원시 권선구,170 km,"306,000",1005004718
1130,금산공장,11R2,평택RDC,경기도,수원시 팔달구,170 km,"306,000",1004996691
1130,금산공장,11R2,평택RDC,경기도,수원시 팔달구,170 km,"311,000",1005206312
1130,금산공장,11R2,평택RDC,경기도,수원시 팔달구,170 km,"311,000",1005206315
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"218,790",1005201774
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"237,000",1005211353
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"259,000",1004991513
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"304,000",1005001649
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"308,000",1005216452
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"308,000",1005216453
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"350,000",1004989048
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"350,000",1004989873
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"350,000",1004993271
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"350,000",1004994593
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"350,000",1004995520
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"350,000",1004997985
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"350,000",1005000391
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"350,000",1005003560
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"350,000",1005005555
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005198031
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005198032
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005199270
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005199271
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005199938
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005202760
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005204393
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005205535
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005206269
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005208531
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005211769
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005213110
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005214818
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005218479
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005220280
1130,금산공장,11R2,평택RDC,경기도,안성시,135 km,"354,000",1005223158
1130,금산공장,11R2,평택RDC,경기도,안양시 동안구,185 km,"315,000",1004990346
1130,금산공장,11R2,평택RDC,경기도,양주시,230 km,"354,000",1005206310
1130,금산공장,11R2,평택RDC,경기도,양주시,230 km,"393,000",1005203330
1130,금산공장,11R2,평택RDC,경기도,양주시,230 km,"409,000",1004996690
1130,금산공장,11R2,평택RDC,경기도,양주시,230 km,"470,000",1004995755
1130,금산공장,11R2,평택RDC,경기도,용인시 기흥구,160 km,"306,000",1005005160
1130,금산공장,11R2,평택RDC,경기도,용인시 기흥구,160 km,"311,000",1005200570
1130,금산공장,11R2,평택RDC,경기도,용인시 기흥구,160 km,"342,000",1005002113
1130,금산공장,11R2,평택RDC,경기도,용인시 처인구,160 km,"246,510",1005212985
1130,금산공장,11R2,평택RDC,경기도,용인시 처인구,160 km,"311,000",1005200030
1130,금산공장,11R2,평택RDC,경기도,용인시 처인구,160 km,"342,000",1004994955
1130,금산공장,11R2,평택RDC,경기도,의왕시,175 km,"320,000",1005202130
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"223,740",1005212464
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"279,000",1004991697
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"279,000",1004993532
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"279,000",1005003841
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"279,000",1005006676
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"283,000",1005203228
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"283,000",1005216570
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"283,000",1005222596
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"312,000",1005005069
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"316,000",1005212036
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"316,000",1005218484
1130,금산공장,11R2,평택RDC,경기도,평택시,135 km,"359,000",1005004934
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"438,000",1004989069
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"438,000",1004989200
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"438,000",1004990982
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"438,000",1004993830
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"438,000",1004993831
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"438,000",1004998579
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"438,000",1004998680
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"438,000",1004998681
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005196536
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005198037
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005198730
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005199937
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005200784
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005203971
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005205041
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005205536
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005206316
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005209095
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005210676
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"446,000",1005211908
1130,금산공장,11R2,평택RDC,경기도,포천시,240 km,"513,000",1005203599
1130,금산공장,11R2,평택RDC,경기도,화성시,180 km,"304,000",1004999113
1130,금산공장,11R2,평택RDC,경기도,화성시,180 km,"304,000",1005000682
1130,금산공장,11R2,평택RDC,경기도,화성시,180 km,"304,000",1005005167
1130,금산공장,11R2,평택RDC,경기도,화성시,180 km,"309,000",1005200786
1130,금산공장,11R2,평택RDC,경기도,화성시,180 km,"309,000",1005215627
1130,금산공장,11R2,평택RDC,경기도,화성시,180 km,"343,000",1004990988
1130,금산공장,11R2,평택RDC,경기도,화성시,180 km,"343,000",1005000681
1130,금산공장,11R2,평택RDC,경기도,화성시,180 km,"350,000",1005215623
1130,금산공장,11R2,평택RDC,서울특별시,구로구,200 km,"366,000",1004991929
1130,금산공장,11R2,평택RDC,서울특별시,구로구,200 km,"366,000",1004997654
1130,금산공장,11R2,평택RDC,서울특별시,구로구,200 km,"366,000",1005005891
1130,금산공장,11R2,평택RDC,서울특별시,구로구,200 km,"366,000",1005005892
1130,금산공장,11R2,평택RDC,서울특별시,구로구,200 km,"414,000",1004993531
1130,금산공장,11R2,평택RDC,서울특별시,동대문구,210 km,"278,190",1005211909
1130,금산공장,11R2,평택RDC,서울특별시,동대문구,210 km,"346,000",1004990345
1130,금산공장,11R2,평택RDC,서울특별시,동대문구,210 km,"351,000",1005200033
1130,금산공장,11R2,평택RDC,서울특별시,동대문구,210 km,"351,000",1005202736
1130,금산공장,11R2,평택RDC,서울특별시,동대문구,210 km,"351,000",1005205044
1130,금산공장,11R2,평택RDC,서울특별시,동대문구,210 km,"351,000",1005207703
1130,금산공장,11R2,평택RDC,서울특별시,동대문구,210 km,"351,000",1005216787
1130,금산공장,11R2,평택RDC,서울특별시,동대문구,210 km,"351,000",1005218480
1130,금산공장,11R2,평택RDC,서울특별시,동대문구,210 km,"388,000",1004991928
1130,금산공장,11R2,평택RDC,서울특별시,동대문구,210 km,"388,000",1004997916
1130,금산공장,11R2,평택RDC,서울특별시,동대문구,210 km,"388,000",1005000680
1130,금산공장,11R2,평택RDC,서울특별시,송파구,190 km,"346,000",1005002112
1130,금산공장,11R2,평택RDC,인천광역시,강화군,260 km,"422,000",1005198731
1130,금산공장,11R2,평택RDC,인천광역시,강화군,260 km,"422,000",1005200785
1130,금산공장,11R2,평택RDC,인천광역시,강화군,260 km,"422,000",1005205042
1130,금산공장,11R2,평택RDC,인천광역시,강화군,260 km,"422,000",1005205043
1130,금산공장,11R2,평택RDC,인천광역시,강화군,260 km,"422,000",1005215624
1130,금산공장,11R2,평택RDC,인천광역시,부평구,220 km,"364,000",1004991511
1130,금산공장,11R2,평택RDC,인천광역시,부평구,220 km,"364,000",1004994952
1130,금산공장,11R2,평택RDC,인천광역시,부평구,220 km,"364,000",1004997653
1130,금산공장,11R2,평택RDC,인천광역시,부평구,220 km,"364,000",1004999828
1130,금산공장,11R2,평택RDC,인천광역시,서구,220 km,"364,000",1005004716
1130,금산공장,11R2,평택RDC,인천광역시,서구,220 km,"370,000",1005207706
1130,금산공장,11R2,평택RDC,인천광역시,중구,220 km,"461,000",1005202220
1130,금산공장,11R2,평택RDC,충청남도,아산시,110 km,"268,000",1005203227
1130,금산공장,11R2,평택RDC,충청남도,아산시,110 km,"342,000",1005006677
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"258,000",1005202138
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"283,000",1004991696
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"283,000",1004997651
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"286,000",1005202731
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"325,000",1004990342
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"325,000",1004992677
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"325,000",1004992678
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"325,000",1004993215
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"325,000",1004993216
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"325,000",1004994958
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"325,000",1005000683
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"325,000",1005002114
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"325,000",1005002115
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"329,000",1005196535
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"329,000",1005197832
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"329,000",1005198738
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"329,000",1005200034
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"329,000",1005200832
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"329,000",1005200833
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"329,000",1005205957
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"329,000",1005209097
1130,금산공장,11R2,평택RDC,충청남도,천안시 동남구,110 km,"329,000",1005209110
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"296,000",1004989874
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"296,000",1004991695
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"296,000",1004994595
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"296,000",1004994957
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"296,000",1004999358
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"296,000",1004999359
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"296,000",1005002559
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"300,000",1005200035
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"300,000",1005202732
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"300,000",1005205534
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"300,000",1005205958
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"300,000",1005207701
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"340,000",1004990700
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"340,000",1004990987
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"340,000",1004992679
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"340,000",1004995754
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"340,000",1004996694
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"340,000",1004996696
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"340,000",1004997839
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"340,000",1005008352
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"345,000",1005196533
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"345,000",1005196534
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"345,000",1005200036
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"345,000",1005202733
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"345,000",1005209096
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"345,000",1005223260
1130,금산공장,11R2,평택RDC,충청북도,음성군,120 km,"345,000",1005223442
1130,금산공장,11R2,평택RDC,충청북도,진천군,100 km,"253,000",1004995758
1130,금산공장,11R2,평택RDC,충청북도,진천군,100 km,"256,000",1005198039
1130,금산공장,11R2,평택RDC,충청북도,진천군,100 km,"256,000",1005209099
1130,금산공장,11R2,평택RDC,충청북도,진천군,100 km,"279,000",1004994951
1130,금산공장,11R2,평택RDC,충청북도,진천군,100 km,"279,000",1005005067
1130,금산공장,11R9,제천RDC,강원도,강릉시,300 km,"498,000",1005004715
1130,금산공장,11R9,제천RDC,강원도,강릉시,300 km,"498,000",1005006901
1130,금산공장,11R9,제천RDC,경기도,이천시,155 km,"342,000",1005000390
1130,금산공장,11RC,계룡RDC,광주광역시,광산구,200 km,"280,170",1005211767
1130,금산공장,11RC,계룡RDC,광주광역시,광산구,200 km,"384,000",1005005169
1130,금산공장,11RC,계룡RDC,광주광역시,광산구,200 km,"384,000",1005006591
1130,금산공장,11RC,계룡RDC,광주광역시,광산구,200 km,"442,000",1005005168
1130,금산공장,11RC,계룡RDC,광주광역시,남구,200 km,"280,170",1005211767
1130,금산공장,11RC,계룡RDC,대전광역시,동구,30 km,"170,000",1005198739
