날짜,RDC,트럭,1회전_Shipment,1회전_광역도시,1회전_시군구,1회전_수량,1회전_상차시작,1회전_도착,1회전_소요분,갭_분,2회전_Shipment,2회전_광역도시,2회전_시군구,2회전_수량,2회전_상차시작,2회전_도착,2회전_소요분,총소요분
2025-02-14,칠곡RDC,3.5T,1004997862,대구광역시,서구,99,07:22,09:04,102,94,1004997542,대구광역시,북구,3,10:38,11:43,65,261
2025-02-14,칠곡RDC,3.5T,1004997862,대구광역시,서구,99,07:22,09:04,102,99,1004997767,부산광역시,연제구,1,10:43,16:04,322,522
2025-02-14,칠곡RDC,3.5T,1004997862,대구광역시,서구,99,07:22,09:04,102,158,1004997753,경상북도,포항시 북구,2,11:42,13:55,134,393
2025-02-14,칠곡RDC,3.5T,1004997862,대구광역시,서구,99,07:22,09:04,102,217,1004997854,경상남도,진주시,2,12:41,15:32,171,490
2025-02-14,칠곡RDC,3.5T,1004997862,대구광역시,서구,99,07:22,09:04,102,224,1004997758,경상남도,김해시,2,12:48,15:11,143,469
2025-02-14,칠곡RDC,3.5T,1004997862,대구광역시,서구,99,07:22,09:04,102,238,1004997840,경상북도,경주시,1,13:02,16:03,181,521
2025-02-14,칠곡RDC,3.5T,1004997696,울산광역시,남구,2,07:31,11:41,250,60,1004997854,경상남도,진주시,2,12:41,15:32,171,481
2025-02-14,칠곡RDC,3.5T,1004997696,울산광역시,남구,2,07:31,11:41,250,67,1004997758,경상남도,김해시,2,12:48,15:11,143,460
2025-02-14,칠곡RDC,3.5T,1004997696,울산광역시,남구,2,07:31,11:41,250,81,1004997840,경상북도,경주시,1,13:02,16:03,181,512
2025-02-14,칠곡RDC,3.5T,1004997696,울산광역시,남구,2,07:31,11:41,250,126,1004997816,경상남도,창원시 성산구,20,13:47,17:07,199,576
2025-02-14,칠곡RDC,3.5T,1004997696,울산광역시,남구,2,07:31,11:41,250,128,1004997698,경상남도,진주시,2,13:49,16:29,160,537
2025-02-14,칠곡RDC,3.5T,1004997696,울산광역시,남구,2,07:31,11:41,250,147,1004997853,경상북도,구미시,7,14:08,15:52,104,501
2025-02-14,칠곡RDC,3.5T,1004997696,울산광역시,남구,2,07:31,11:41,250,159,1004997851,대구광역시,달성군,1,14:20,15:23,63,472
2025-02-14,칠곡RDC,3.5T,1004997696,울산광역시,남구,2,07:31,11:41,250,166,1004997872,대구광역시,북구,10,14:27,15:59,92,508
2025-02-14,칠곡RDC,3.5T,1004997696,울산광역시,남구,2,07:31,11:41,250,181,1004997983,대구광역시,달서구,1,14:42,16:42,120,551
2025-02-14,칠곡RDC,3.5T,1004997696,울산광역시,남구,2,07:31,11:41,250,189,1004997689,대구광역시,북구,2,14:50,17:47,177,616
2025-02-14,칠곡RDC,3.5T,1004997696,울산광역시,남구,2,07:31,11:41,250,226,1004998338,대구광역시,북구,1,15:27,16:28,61,537
2025-02-14,칠곡RDC,3.5T,1004997685,경상북도,구미시,2,08:20,10:49,149,112,1004997854,경상남도,진주시,2,12:41,15:32,171,432
2025-02-14,칠곡RDC,3.5T,1004997685,경상북도,구미시,2,08:20,10:49,149,119,1004997758,경상남도,김해시,2,12:48,15:11,143,411
2025-02-14,칠곡RDC,3.5T,1004997685,경상북도,구미시,2,08:20,10:49,149,133,1004997840,경상북도,경주시,1,13:02,16:03,181,463
2025-02-14,칠곡RDC,3.5T,1004997685,경상북도,구미시,2,08:20,10:49,149,178,1004997816,경상남도,창원시 성산구,20,13:47,17:07,199,527
2025-02-14,칠곡RDC,3.5T,1004997685,경상북도,구미시,2,08:20,10:49,149,180,1004997698,경상남도,진주시,2,13:49,16:29,160,489
2025-02-14,칠곡RDC,3.5T,1004997685,경상북도,구미시,2,08:20,10:49,149,199,1004997853,경상북도,구미시,7,14:08,15:52,104,452
2025-02-14,칠곡RDC,3.5T,1004997685,경상북도,구미시,2,08:20,10:49,149,212,1004997851,대구광역시,달성군,1,14:20,15:23,63,423
2025-02-14,칠곡RDC,3.5T,1004997685,경상북도,구미시,2,08:20,10:49,149,218,1004997872,대구광역시,북구,10,14:27,15:59,92,459
2025-02-14,칠곡RDC,3.5T,1004997685,경상북도,구미시,2,08:20,10:49,149,233,1004997983,대구광역시,달서구,1,14:42,16:42,120,502
2025-02-14,칠곡RDC,3.5T,1004997679,경상남도,창원시 의창구,4,08:23,11:19,176,82,1004997854,경상남도,진주시,2,12:41,15:32,171,429
2025-02-14,칠곡RDC,3.5T,1004997679,경상남도,창원시 의창구,4,08:23,11:19,176,89,1004997758,경상남도,김해시,2,12:48,15:11,143,408
2025-02-14,칠곡RDC,3.5T,1004997679,경상남도,창원시 의창구,4,08:23,11:19,176,103,1004997840,경상북도,경주시,1,13:02,16:03,181,460
2025-02-14,칠곡RDC,3.5T,1004997679,경상남도,창원시 의창구,4,08:23,11:19,176,148,1004997816,경상남도,창원시 성산구,20,13:47,17:07,199,524
2025-02-14,칠곡RDC,3.5T,1004997679,경상남도,창원시 의창구,4,08:23,11:19,176,150,1004997698,경상남도,진주시,2,13:49,16:29,160,486
2025-02-14,칠곡RDC,3.5T,1004997679,경상남도,창원시 의창구,4,08:23,11:19,176,169,1004997853,경상북도,구미시,7,14:08,15:52,104,449
2025-02-14,칠곡RDC,3.5T,1004997679,경상남도,창원시 의창구,4,08:23,11:19,176,181,1004997851,대구광역시,달성군,1,14:20,15:23,63,420
2025-02-14,칠곡RDC,3.5T,1004997679,경상남도,창원시 의창구,4,08:23,11:19,176,188,1004997872,대구광역시,북구,10,14:27,15:59,92,456
2025-02-14,칠곡RDC,3.5T,1004997679,경상남도,창원시 의창구,4,08:23,11:19,176,203,1004997983,대구광역시,달서구,1,14:42,16:42,120,499
2025-02-14,칠곡RDC,3.5T,1004997679,경상남도,창원시 의창구,4,08:23,11:19,176,211,1004997689,대구광역시,북구,2,14:50,17:47,177,564
2025-02-14,칠곡RDC,3.5T,1004997895,경상남도,창원시 성산구,60,09:04,11:57,173,65,1004997840,경상북도,경주시,1,13:02,16:03,181,419
2025-02-14,칠곡RDC,3.5T,1004997895,경상남도,창원시 성산구,60,09:04,11:57,173,111,1004997816,경상남도,창원시 성산구,20,13:47,17:07,199,483
2025-02-14,칠곡RDC,3.5T,1004997895,경상남도,창원시 성산구,60,09:04,11:57,173,112,1004997698,경상남도,진주시,2,13:49,16:29,160,445
2025-02-14,칠곡RDC,3.5T,1004997895,경상남도,창원시 성산구,60,09:04,11:57,173,131,1004997853,경상북도,구미시,7,14:08,15:52,104,409
2025-02-14,칠곡RDC,3.5T,1004997895,경상남도,창원시 성산구,60,09:04,11:57,173,144,1004997851,대구광역시,달성군,1,14:20,15:23,63,379
2025-02-14,칠곡RDC,3.5T,1004997895,경상남도,창원시 성산구,60,09:04,11:57,173,150,1004997872,대구광역시,북구,10,14:27,15:59,92,415
2025-02-14,칠곡RDC,3.5T,1004997895,경상남도,창원시 성산구,60,09:04,11:57,173,165,1004997983,대구광역시,달서구,1,14:42,16:42,120,459
2025-02-14,칠곡RDC,3.5T,1004997895,경상남도,창원시 성산구,60,09:04,11:57,173,173,1004997689,대구광역시,북구,2,14:50,17:47,177,523
2025-02-14,칠곡RDC,3.5T,1004997895,경상남도,창원시 성산구,60,09:04,11:57,173,210,1004998338,대구광역시,북구,1,15:27,16:28,61,444
2025-02-14,칠곡RDC,3.5T,1004997748,경상북도,안동시,1,09:17,11:35,138,67,1004997854,경상남도,진주시,2,12:41,15:32,171,375
2025-02-14,칠곡RDC,3.5T,1004997748,경상북도,안동시,1,09:17,11:35,138,73,1004997758,경상남도,김해시,2,12:48,15:11,143,354
2025-02-14,칠곡RDC,3.5T,1004997748,경상북도,안동시,1,09:17,11:35,138,87,1004997840,경상북도,경주시,1,13:02,16:03,181,406
2025-02-14,칠곡RDC,3.5T,1004997748,경상북도,안동시,1,09:17,11:35,138,133,1004997816,경상남도,창원시 성산구,20,13:47,17:07,199,470
2025-02-14,칠곡RDC,3.5T,1004997748,경상북도,안동시,1,09:17,11:35,138,134,1004997698,경상남도,진주시,2,13:49,16:29,160,432
2025-02-14,칠곡RDC,3.5T,1004997748,경상북도,안동시,1,09:17,11:35,138,154,1004997853,경상북도,구미시,7,14:08,15:52,104,395
2025-02-14,칠곡RDC,3.5T,1004997748,경상북도,안동시,1,09:17,11:35,138,166,1004997851,대구광역시,달성군,1,14:20,15:23,63,366
2025-02-14,칠곡RDC,3.5T,1004997748,경상북도,안동시,1,09:17,11:35,138,172,1004997872,대구광역시,북구,10,14:27,15:59,92,402
2025-02-14,칠곡RDC,3.5T,1004997748,경상북도,안동시,1,09:17,11:35,138,188,1004997983,대구광역시,달서구,1,14:42,16:42,120,445
2025-02-14,칠곡RDC,3.5T,1004997748,경상북도,안동시,1,09:17,11:35,138,195,1004997689,대구광역시,북구,2,14:50,17:47,177,510
2025-02-14,칠곡RDC,3.5T,1004997748,경상북도,안동시,1,09:17,11:35,138,232,1004998338,대구광역시,북구,1,15:27,16:28,61,431
2025-02-14,칠곡RDC,3.5T,1004997790,대구광역시,동구,4,09:49,11:05,76,97,1004997854,경상남도,진주시,2,12:41,15:32,171,343
2025-02-14,칠곡RDC,3.5T,1004997790,대구광역시,동구,4,09:49,11:05,76,103,1004997758,경상남도,김해시,2,12:48,15:11,143,322
2025-02-14,칠곡RDC,3.5T,1004997790,대구광역시,동구,4,09:49,11:05,76,117,1004997840,경상북도,경주시,1,13:02,16:03,181,374
2025-02-14,칠곡RDC,3.5T,1004997790,대구광역시,동구,4,09:49,11:05,76,163,1004997816,경상남도,창원시 성산구,20,13:47,17:07,199,438
2025-02-14,칠곡RDC,3.5T,1004997790,대구광역시,동구,4,09:49,11:05,76,164,1004997698,경상남도,진주시,2,13:49,16:29,160,400
2025-02-14,칠곡RDC,3.5T,1004997790,대구광역시,동구,4,09:49,11:05,76,183,1004997853,경상북도,구미시,7,14:08,15:52,104,363
2025-02-14,칠곡RDC,3.5T,1004997790,대구광역시,동구,4,09:49,11:05,76,196,1004997851,대구광역시,달성군,1,14:20,15:23,63,334
2025-02-14,칠곡RDC,3.5T,1004997790,대구광역시,동구,4,09:49,11:05,76,202,1004997872,대구광역시,북구,10,14:27,15:59,92,370
2025-02-14,칠곡RDC,3.5T,1004997790,대구광역시,동구,4,09:49,11:05,76,218,1004997983,대구광역시,달서구,1,14:42,16:42,120,413
2025-02-14,칠곡RDC,3.5T,1004997790,대구광역시,동구,4,09:49,11:05,76,225,1004997689,대구광역시,북구,2,14:50,17:47,177,478
2025-02-14,칠곡RDC,3.5T,1004997549,경상북도,구미시,1,10:06,11:05,59,97,1004997854,경상남도,진주시,2,12:41,15:32,171,327
2025-02-14,칠곡RDC,3.5T,1004997549,경상북도,구미시,1,10:06,11:05,59,103,1004997758,경상남도,김해시,2,12:48,15:11,143,305
2025-02-14,칠곡RDC,3.5T,1004997549,경상북도,구미시,1,10:06,11:05,59,117,1004997840,경상북도,경주시,1,13:02,16:03,181,358
2025-02-14,칠곡RDC,3.5T,1004997549,경상북도,구미시,1,10:06,11:05,59,163,1004997816,경상남도,창원시 성산구,20,13:47,17:07,199,421
2025-02-14,칠곡RDC,3.5T,1004997549,경상북도,구미시,1,10:06,11:05,59,164,1004997698,경상남도,진주시,2,13:49,16:29,160,383
2025-02-14,칠곡RDC,3.5T,1004997549,경상북도,구미시,1,10:06,11:05,59,183,1004997853,경상북도,구미시,7,14:08,15:52,104,347
2025-02-14,칠곡RDC,3.5T,1004997549,경상북도,구미시,1,10:06,11:05,59,196,1004997851,대구광역시,달성군,1,14:20,15:23,63,318
2025-02-14,칠곡RDC,3.5T,1004997549,경상북도,구미시,1,10:06,11:05,59,202,1004997872,대구광역시,북구,10,14:27,15:59,92,353
2025-02-14,칠곡RDC,3.5T,1004997549,경상북도,구미시,1,10:06,11:05,59,218,1004997983,대구광역시,달서구,1,14:42,16:42,120,397
2025-02-14,칠곡RDC,3.5T,1004997549,경상북도,구미시,1,10:06,11:05,59,225,1004997689,대구광역시,북구,2,14:50,17:47,177,462
2025-02-14,칠곡RDC,3.5T,1004997844,대구광역시,달서구,3,10:17,11:49,92,73,1004997840,경상북도,경주시,1,13:02,16:03,181,346
2025-02-14,칠곡RDC,3.5T,1004997844,대구광역시,달서구,3,10:17,11:49,92,119,1004997816,경상남도,창원시 성산구,20,13:47,17:07,199,410
2025-02-14,칠곡RDC,3.5T,1004997844,대구광역시,달서구,3,10:17,11:49,92,120,1004997698,경상남도,진주시,2,13:49,16:29,160,372
2025-02-14,칠곡RDC,3.5T,1004997844,대구광역시,달서구,3,10:17,11:49,92,140,1004997853,경상북도,구미시,7,14:08,15:52,104,336
2025-02-14,칠곡RDC,3.5T,1004997844,대구광역시,달서구,3,10:17,11:49,92,152,1004997851,대구광역시,달성군,1,14:20,15:23,63,306
2025-02-14,칠곡RDC,3.5T,1004997844,대구광역시,달서구,3,10:17,11:49,92,158,1004997872,대구광역시,북구,10,14:27,15:59,92,342
2025-02-14,칠곡RDC,3.5T,1004997844,대구광역시,달서구,3,10:17,11:49,92,174,1004997983,대구광역시,달서구,1,14:42,16:42,120,386
2025-02-14,칠곡RDC,3.5T,1004997844,대구광역시,달서구,3,10:17,11:49,92,181,1004997689,대구광역시,북구,2,14:50,17:47,177,450
2025-02-14,칠곡RDC,3.5T,1004997844,대구광역시,달서구,3,10:17,11:49,92,218,1004998338,대구광역시,북구,1,15:27,16:28,61,371
2025-02-14,칠곡RDC,3.5T,1004997686,경상북도,경산시,1,10:19,12:42,144,65,1004997816,경상남도,창원시 성산구,20,13:47,17:07,199,408
2025-02-14,칠곡RDC,3.5T,1004997686,경상북도,경산시,1,10:19,12:42,144,66,1004997698,경상남도,진주시,2,13:49,16:29,160,370
2025-02-14,칠곡RDC,3.5T,1004997686,경상북도,경산시,1,10:19,12:42,144,86,1004997853,경상북도,구미시,7,14:08,15:52,104,334
2025-02-14,칠곡RDC,3.5T,1004997686,경상북도,경산시,1,10:19,12:42,144,98,1004997851,대구광역시,달성군,1,14:20,15:23,63,305
2025-02-14,칠곡RDC,3.5T,1004997686,경상북도,경산시,1,10:19,12:42,144,105,1004997872,대구광역시,북구,10,14:27,15:59,92,340
2025-02-14,칠곡RDC,3.5T,1004997686,경상북도,경산시,1,10:19,12:42,144,120,1004997983,대구광역시,달서구,1,14:42,16:42,120,384
2025-02-14,칠곡RDC,3.5T,1004997686,경상북도,경산시,1,10:19,12:42,144,128,1004997689,대구광역시,북구,2,14:50,17:47,177,449
2025-02-14,칠곡RDC,3.5T,1004997686,경상북도,경산시,1,10:19,12:42,144,164,1004998338,대구광역시,북구,1,15:27,16:28,61,369
2025-02-14,칠곡RDC,3.5T,1004997542,대구광역시,북구,3,10:38,11:43,65,65,1004997758,경상남도,김해시,2,12:48,15:11,143,273
2025-02-14,칠곡RDC,3.5T,1004997542,대구광역시,북구,3,10:38,11:43,65,79,1004997840,경상북도,경주시,1,13:02,16:03,181,325
2025-02-14,칠곡RDC,3.5T,1004997542,대구광역시,북구,3,10:38,11:43,65,125,1004997816,경상남도,창원시 성산구,20,13:47,17:07,199,389
2025-02-14,칠곡RDC,3.5T,1004997542,대구광역시,북구,3,10:38,11:43,65,126,1004997698,경상남도,진주시,2,13:49,16:29,160,351
2025-02-14,칠곡RDC,3.5T,1004997542,대구광역시,북구,3,10:38,11:43,65,145,1004997853,경상북도,구미시,7,14:08,15:52,104,314
2025-02-14,칠곡RDC,3.5T,1004997542,대구광역시,북구,3,10:38,11:43,65,158,1004997851,대구광역시,달성군,1,14:20,15:23,63,285
2025-02-14,칠곡RDC,3.5T,1004997542,대구광역시,북구,3,10:38,11:43,65,164,1004997872,대구광역시,북구,10,14:27,15:59,92,321
2025-02-14,칠곡RDC,3.5T,1004997542,대구광역시,북구,3,10:38,11:43,65,179,1004997983,대구광역시,달서구,1,14:42,16:42,120,364
2025-02-14,칠곡RDC,3.5T,1004997542,대구광역시,북구,3,10:38,11:43,65,187,1004997689,대구광역시,북구,2,14:50,17:47,177,429
2025-02-14,칠곡RDC,3.5T,1004997542,대구광역시,북구,3,10:38,11:43,65,224,1004998338,대구광역시,북구,1,15:27,16:28,61,350
2025-02-14,칠곡RDC,3.5T,1004997753,경상북도,포항시 북구,2,11:42,13:55,134,92,1004998338,대구광역시,북구,1,15:27,16:28,61,286
2025-02-14,계룡RDC,3.5T,1004997544,광주광역시,광산구,2,04:25,08:00,215,75,1004997818,전라북도,전주시 덕진구,2,09:15,11:12,117,407
2025-02-14,계룡RDC,3.5T,1004997544,광주광역시,광산구,2,04:25,08:00,215,105,1004997843,전라남도,광양시,1,09:45,14:46,302,621
2025-02-14,계룡RDC,3.5T,1004997544,광주광역시,광산구,2,04:25,08:00,215,144,1004997725,전라북도,익산시,2,10:24,12:43,140,498
2025-02-14,계룡RDC,3.5T,1004997544,광주광역시,광산구,2,04:25,08:00,215,170,1004997871,충청남도,논산시,1,10:50,13:08,138,523
2025-02-14,계룡RDC,3.5T,1004997544,광주광역시,광산구,2,04:25,08:00,215,188,1004997769,전라북도,전주시 완산구,2,11:08,13:02,114,517
2025-02-14,계룡RDC,3.5T,1004997545,대전광역시,대덕구,2,04:43,09:31,288,79,1004997871,충청남도,논산시,1,10:50,13:08,138,505
2025-02-14,계룡RDC,3.5T,1004997545,대전광역시,대덕구,2,04:43,09:31,288,97,1004997769,전라북도,전주시 완산구,2,11:08,13:02,114,499
2025-02-14,계룡RDC,3.5T,1004997545,대전광역시,대덕구,2,04:43,09:31,288,186,1004997825,대전광역시,대덕구,1,12:37,15:25,168,642
2025-02-14,계룡RDC,3.5T,1004997683,세종특별자치시,세종특별자치시,4,05:09,09:22,253,61,1004997725,전라북도,익산시,2,10:24,12:43,140,454
2025-02-14,계룡RDC,3.5T,1004997683,세종특별자치시,세종특별자치시,4,05:09,09:22,253,88,1004997871,충청남도,논산시,1,10:50,13:08,138,478
2025-02-14,계룡RDC,3.5T,1004997683,세종특별자치시,세종특별자치시,4,05:09,09:22,253,106,1004997769,전라북도,전주시 완산구,2,11:08,13:02,114,473
2025-02-14,계룡RDC,3.5T,1004997683,세종특별자치시,세종특별자치시,4,05:09,09:22,253,195,1004997825,대전광역시,대덕구,1,12:37,15:25,168,616
2025-02-14,계룡RDC,3.5T,1004997712,충청북도,청주시 서원구,3,05:11,07:40,149,95,1004997818,전라북도,전주시 덕진구,2,09:15,11:12,117,360
2025-02-14,계룡RDC,3.5T,1004997712,충청북도,청주시 서원구,3,05:11,07:40,149,125,1004997843,전라남도,광양시,1,09:45,14:46,302,575
2025-02-14,계룡RDC,3.5T,1004997712,충청북도,청주시 서원구,3,05:11,07:40,149,164,1004997725,전라북도,익산시,2,10:24,12:43,140,452
2025-02-14,계룡RDC,3.5T,1004997712,충청북도,청주시 서원구,3,05:11,07:40,149,190,1004997871,충청남도,논산시,1,10:50,13:08,138,477
2025-02-14,계룡RDC,3.5T,1004997712,충청북도,청주시 서원구,3,05:11,07:40,149,208,1004997769,전라북도,전주시 완산구,2,11:08,13:02,114,471
2025-02-14,계룡RDC,3.5T,1004997756,전라북도,전주시 덕진구,2,05:30,07:50,139,85,1004997818,전라북도,전주시 덕진구,2,09:15,11:12,117,341
2025-02-14,계룡RDC,3.5T,1004997756,전라북도,전주시 덕진구,2,05:30,07:50,139,115,1004997843,전라남도,광양시,1,09:45,14:46,302,556
2025-02-14,계룡RDC,3.5T,1004997756,전라북도,전주시 덕진구,2,05:30,07:50,139,154,1004997725,전라북도,익산시,2,10:24,12:43,140,433
2025-02-14,계룡RDC,3.5T,1004997756,전라북도,전주시 덕진구,2,05:30,07:50,139,180,1004997871,충청남도,논산시,1,10:50,13:08,138,457
2025-02-14,계룡RDC,3.5T,1004997756,전라북도,전주시 덕진구,2,05:30,07:50,139,198,1004997769,전라북도,전주시 완산구,2,11:08,13:02,114,452
2025-02-14,계룡RDC,3.5T,1004997548,광주광역시,광산구,2,05:35,08:57,203,87,1004997725,전라북도,익산시,2,10:24,12:43,140,429
2025-02-14,계룡RDC,3.5T,1004997548,광주광역시,광산구,2,05:35,08:57,203,113,1004997871,충청남도,논산시,1,10:50,13:08,138,453
2025-02-14,계룡RDC,3.5T,1004997548,광주광역시,광산구,2,05:35,08:57,203,131,1004997769,전라북도,전주시 완산구,2,11:08,13:02,114,448
2025-02-14,계룡RDC,3.5T,1004997548,광주광역시,광산구,2,05:35,08:57,203,220,1004997825,대전광역시,대덕구,1,12:37,15:25,168,590
2025-02-14,계룡RDC,3.5T,1004997818,전라북도,전주시 덕진구,2,09:15,11:12,117,85,1004997825,대전광역시,대덕구,1,12:37,15:25,168,370
2025-02-14,계룡RDC,3.5T,1004997818,전라북도,전주시 덕진구,2,09:15,11:12,117,159,1004997789,대전광역시,서구,2,13:51,15:48,118,394
2025-02-14,계룡RDC,3.5T,1004997725,전라북도,익산시,2,10:24,12:43,140,67,1004997789,대전광역시,서구,2,13:51,15:48,118,325
2025-02-14,평택RDC,1T,1004997814,경기도,오산시,10,08:31,09:32,61,65,1004997697,경기도,김포시,4,10:37,15:02,265,391
2025-02-14,평택RDC,1T,1004997814,경기도,오산시,10,08:31,09:32,61,69,1004997771,인천광역시,미추홀구,20,10:41,14:21,220,350
2025-02-14,평택RDC,1T,1004997814,경기도,오산시,10,08:31,09:32,61,78,1004997609,경기도,양평군,2,10:50,13:00,130,269
2025-02-14,평택RDC,1T,1004997814,경기도,오산시,10,08:31,09:32,61,87,1004997770,인천광역시,연수구,1,10:59,15:17,258,406
2025-02-14,평택RDC,1T,1004997814,경기도,오산시,10,08:31,09:32,61,103,1004997668,서울특별시,용산구,8,11:15,13:56,161,325
2025-02-14,평택RDC,1T,1004997814,경기도,오산시,10,08:31,09:32,61,110,1004997676,경기도,고양시 덕양구,4,11:22,14:30,189,359
2025-02-14,평택RDC,1T,1004997814,경기도,오산시,10,08:31,09:32,61,134,1004997714,서울특별시,마포구,2,11:46,14:37,171,366
2025-02-14,평택RDC,1T,1004997814,경기도,오산시,10,08:31,09:32,61,140,1004997618,서울특별시,성동구,2,11:52,14:06,134,335
2025-02-14,평택RDC,1T,1004997814,경기도,오산시,10,08:31,09:32,61,218,1004997662,서울특별시,성북구,2,13:10,16:25,195,474
2025-02-14,평택RDC,1T,1004997814,경기도,오산시,10,08:31,09:32,61,221,1004997665,충청남도,천안시 동남구,20,13:14,15:20,127,409
2025-02-14,평택RDC,1T,1004997639,경기도,광명시,20,08:34,10:59,145,131,1004997662,서울특별시,성북구,2,13:10,16:25,195,470
2025-02-14,평택RDC,1T,1004997639,경기도,광명시,20,08:34,10:59,145,134,1004997665,충청남도,천안시 동남구,20,13:14,15:20,127,406
2025-02-14,평택RDC,1T,1004997639,경기도,광명시,20,08:34,10:59,145,157,1004997752,경기도,의정부시,1,13:37,15:37,121,423
2025-02-14,평택RDC,1T,1004997639,경기도,광명시,20,08:34,10:59,145,166,1004997657,경기도,구리시,2,13:45,15:15,90,401
2025-02-14,평택RDC,1T,1004997639,경기도,광명시,20,08:34,10:59,145,169,1004997682,서울특별시,금천구,2,13:48,15:44,116,430
2025-02-14,평택RDC,1T,1004997625,서울특별시,서초구,2,08:35,10:11,96,64,1004997668,서울특별시,용산구,8,11:15,13:56,161,321
2025-02-14,평택RDC,1T,1004997625,서울특별시,서초구,2,08:35,10:11,96,71,1004997676,경기도,고양시 덕양구,4,11:22,14:30,189,356
2025-02-14,평택RDC,1T,1004997625,서울특별시,서초구,2,08:35,10:11,96,95,1004997714,서울특별시,마포구,2,11:46,14:37,171,363
2025-02-14,평택RDC,1T,1004997625,서울특별시,서초구,2,08:35,10:11,96,101,1004997618,서울특별시,성동구,2,11:52,14:06,134,331
2025-02-14,평택RDC,1T,1004997625,서울특별시,서초구,2,08:35,10:11,96,179,1004997662,서울특별시,성북구,2,13:10,16:25,195,470
2025-02-14,평택RDC,1T,1004997625,서울특별시,서초구,2,08:35,10:11,96,183,1004997665,충청남도,천안시 동남구,20,13:14,15:20,127,406
2025-02-14,평택RDC,1T,1004997625,서울특별시,서초구,2,08:35,10:11,96,206,1004997752,경기도,의정부시,1,13:37,15:37,121,423
2025-02-14,평택RDC,1T,1004997625,서울특별시,서초구,2,08:35,10:11,96,214,1004997657,경기도,구리시,2,13:45,15:15,90,401
2025-02-14,평택RDC,1T,1004997625,서울특별시,서초구,2,08:35,10:11,96,217,1004997682,서울특별시,금천구,2,13:48,15:44,116,430
2025-02-14,평택RDC,1T,1004997606,경기도,포천시,2,09:24,11:34,130,96,1004997662,서울특별시,성북구,2,13:10,16:25,195,421
2025-02-14,평택RDC,1T,1004997606,경기도,포천시,2,09:24,11:34,130,100,1004997665,충청남도,천안시 동남구,20,13:14,15:20,127,357
2025-02-14,평택RDC,1T,1004997606,경기도,포천시,2,09:24,11:34,130,123,1004997752,경기도,의정부시,1,13:37,15:37,121,374
2025-02-14,평택RDC,1T,1004997606,경기도,포천시,2,09:24,11:34,130,132,1004997657,경기도,구리시,2,13:45,15:15,90,352
2025-02-14,평택RDC,1T,1004997606,경기도,포천시,2,09:24,11:34,130,135,1004997682,서울특별시,금천구,2,13:48,15:44,116,381
2025-02-14,평택RDC,1T,1004997616,경기도,성남시 분당구,5,09:25,11:15,109,115,1004997662,서울특별시,성북구,2,13:10,16:25,195,419
2025-02-14,평택RDC,1T,1004997616,경기도,성남시 분당구,5,09:25,11:15,109,119,1004997665,충청남도,천안시 동남구,20,13:14,15:20,127,355
2025-02-14,평택RDC,1T,1004997616,경기도,성남시 분당구,5,09:25,11:15,109,142,1004997752,경기도,의정부시,1,13:37,15:37,121,372
2025-02-14,평택RDC,1T,1004997616,경기도,성남시 분당구,5,09:25,11:15,109,150,1004997657,경기도,구리시,2,13:45,15:15,90,350
2025-02-14,평택RDC,1T,1004997616,경기도,성남시 분당구,5,09:25,11:15,109,153,1004997682,서울특별시,금천구,2,13:48,15:44,116,379
2025-02-14,평택RDC,1T,1004997659,경기도,평택시,1,09:52,11:00,68,129,1004997662,서울특별시,성북구,2,13:10,16:25,195,392
2025-02-14,평택RDC,1T,1004997659,경기도,평택시,1,09:52,11:00,68,133,1004997665,충청남도,천안시 동남구,20,13:14,15:20,127,328
2025-02-14,평택RDC,1T,1004997659,경기도,평택시,1,09:52,11:00,68,156,1004997752,경기도,의정부시,1,13:37,15:37,121,345
2025-02-14,평택RDC,1T,1004997659,경기도,평택시,1,09:52,11:00,68,165,1004997657,경기도,구리시,2,13:45,15:15,90,323
2025-02-14,평택RDC,1T,1004997659,경기도,평택시,1,09:52,11:00,68,168,1004997682,서울특별시,금천구,2,13:48,15:44,116,352
2025-02-14,평택RDC,1T,1004997788,경기도,의정부시,5,10:25,12:23,118,74,1004997752,경기도,의정부시,1,13:37,15:37,121,312
2025-02-14,평택RDC,1T,1004997788,경기도,의정부시,5,10:25,12:23,118,82,1004997657,경기도,구리시,2,13:45,15:15,90,290
2025-02-14,평택RDC,1T,1004997788,경기도,의정부시,5,10:25,12:23,118,85,1004997682,서울특별시,금천구,2,13:48,15:44,116,319
2025-02-14,계룡RDC,1T,1004997850,전라북도,전주시 덕진구,4,07:17,08:55,98,112,1004997765,대전광역시,동구,6,10:47,12:52,125,335
2025-02-14,계룡RDC,1T,1004997850,전라북도,전주시 덕진구,4,07:17,08:55,98,152,1004998373,전라북도,익산시,4,11:27,14:30,183,433
2025-02-14,계룡RDC,1T,1004997850,전라북도,전주시 덕진구,4,07:17,08:55,98,175,1004998179,전라남도,여수시,20,11:50,17:30,340,613
2025-02-14,계룡RDC,1T,1004997819,충청남도,금산군,10,07:19,08:21,61,147,1004997765,대전광역시,동구,6,10:47,12:52,125,333
2025-02-14,계룡RDC,1T,1004997819,충청남도,금산군,10,07:19,08:21,61,186,1004998373,전라북도,익산시,4,11:27,14:30,183,431
