날짜,RDC,트럭,1회전_Shipment,1회전_광역도시,1회전_시군구,1회전_수량,1회전_상차시작,1회전_도착,1회전_소요분,갭_분,2회전_Shipment,2회전_광역도시,2회전_시군구,2회전_수량,2회전_상차시작,2회전_도착,2회전_소요분,총소요분
2025-02-01,칠곡RDC,3.5T,1004989104,경상남도,진주시,2,08:04,10:40,156,71,1004989168,대구광역시,중구,4,11:51,12:41,50,277
2025-02-01,칠곡RDC,3.5T,1004989104,경상남도,진주시,2,08:04,10:40,156,158,1004989194,부산광역시,연제구,2,13:18,16:25,186,500
2025-02-01,칠곡RDC,3.5T,1004989104,경상남도,진주시,2,08:04,10:40,156,168,1004989177,경상북도,구미시,6,13:28,14:49,81,405
2025-02-01,칠곡RDC,3.5T,1004989104,경상남도,진주시,2,08:04,10:40,156,174,1004989212,대구광역시,달성군,4,13:34,15:14,100,430
2025-02-01,칠곡RDC,3.5T,1004989104,경상남도,진주시,2,08:04,10:40,156,202,1004989146,대구광역시,북구,2,14:02,15:16,74,432
2025-02-01,칠곡RDC,3.5T,1004989125,경상북도,의성군,4,08:30,12:28,238,60,1004989177,경상북도,구미시,6,13:28,14:49,81,379
2025-02-01,칠곡RDC,3.5T,1004989125,경상북도,의성군,4,08:30,12:28,238,66,1004989212,대구광역시,달성군,4,13:34,15:14,100,404
2025-02-01,칠곡RDC,3.5T,1004989125,경상북도,의성군,4,08:30,12:28,238,94,1004989146,대구광역시,북구,2,14:02,15:16,74,406
2025-02-01,칠곡RDC,3.5T,1004989125,경상북도,의성군,4,08:30,12:28,238,157,1004989220,대구광역시,북구,4,15:06,16:59,113,508
2025-02-01,칠곡RDC,3.5T,1004989187,경상북도,영천시,2,08:39,11:31,172,107,1004989194,부산광역시,연제구,2,13:18,16:25,186,466
2025-02-01,칠곡RDC,3.5T,1004989187,경상북도,영천시,2,08:39,11:31,172,117,1004989177,경상북도,구미시,6,13:28,14:49,81,370
2025-02-01,칠곡RDC,3.5T,1004989187,경상북도,영천시,2,08:39,11:31,172,123,1004989212,대구광역시,달성군,4,13:34,15:14,100,395
2025-02-01,칠곡RDC,3.5T,1004989187,경상북도,영천시,2,08:39,11:31,172,151,1004989146,대구광역시,북구,2,14:02,15:16,74,397
2025-02-01,칠곡RDC,3.5T,1004989187,경상북도,영천시,2,08:39,11:31,172,214,1004989220,대구광역시,북구,4,15:06,16:59,113,500
2025-02-01,칠곡RDC,3.5T,1004989178,경상남도,거창군,6,08:51,12:14,203,64,1004989194,부산광역시,연제구,2,13:18,16:25,186,454
2025-02-01,칠곡RDC,3.5T,1004989178,경상남도,거창군,6,08:51,12:14,203,75,1004989177,경상북도,구미시,6,13:28,14:49,81,358
2025-02-01,칠곡RDC,3.5T,1004989178,경상남도,거창군,6,08:51,12:14,203,81,1004989212,대구광역시,달성군,4,13:34,15:14,100,383
2025-02-01,칠곡RDC,3.5T,1004989178,경상남도,거창군,6,08:51,12:14,203,109,1004989146,대구광역시,북구,2,14:02,15:16,74,385
2025-02-01,칠곡RDC,3.5T,1004989178,경상남도,거창군,6,08:51,12:14,203,172,1004989220,대구광역시,북구,4,15:06,16:59,113,487
2025-02-01,칠곡RDC,3.5T,1004989176,경상북도,구미시,2,09:04,11:03,119,136,1004989194,부산광역시,연제구,2,13:18,16:25,186,441
2025-02-01,칠곡RDC,3.5T,1004989176,경상북도,구미시,2,09:04,11:03,119,146,1004989177,경상북도,구미시,6,13:28,14:49,81,346
2025-02-01,칠곡RDC,3.5T,1004989176,경상북도,구미시,2,09:04,11:03,119,152,1004989212,대구광역시,달성군,4,13:34,15:14,100,371
2025-02-01,칠곡RDC,3.5T,1004989176,경상북도,구미시,2,09:04,11:03,119,180,1004989146,대구광역시,북구,2,14:02,15:16,74,373
2025-02-01,칠곡RDC,3.5T,1004989190,경상남도,양산시,1,09:22,12:38,195,85,1004989146,대구광역시,북구,2,14:02,15:16,74,354
2025-02-01,칠곡RDC,3.5T,1004989190,경상남도,양산시,1,09:22,12:38,195,148,1004989220,대구광역시,북구,4,15:06,16:59,113,456
2025-02-01,칠곡RDC,3.5T,1004989139,울산광역시,남구,2,09:49,13:19,211,106,1004989220,대구광역시,북구,4,15:06,16:59,113,430
2025-02-01,칠곡RDC,3.5T,1004989145,경상북도,경주시,1,10:40,12:48,128,75,1004989146,대구광역시,북구,2,14:02,15:16,74,276
2025-02-01,칠곡RDC,3.5T,1004989145,경상북도,경주시,1,10:40,12:48,128,138,1004989220,대구광역시,북구,4,15:06,16:59,113,379
2025-02-01,칠곡RDC,3.5T,1004989191,경상북도,구미시,2,11:17,12:23,66,65,1004989177,경상북도,구미시,6,13:28,14:49,81,212
2025-02-01,칠곡RDC,3.5T,1004989191,경상북도,구미시,2,11:17,12:23,66,71,1004989212,대구광역시,달성군,4,13:34,15:14,100,237
2025-02-01,칠곡RDC,3.5T,1004989191,경상북도,구미시,2,11:17,12:23,66,99,1004989146,대구광역시,북구,2,14:02,15:16,74,239
2025-02-01,칠곡RDC,3.5T,1004989191,경상북도,구미시,2,11:17,12:23,66,162,1004989220,대구광역시,북구,4,15:06,16:59,113,341
2025-02-01,칠곡RDC,3.5T,1004989211,대구광역시,달서구,4,11:25,12:47,82,75,1004989146,대구광역시,북구,2,14:02,15:16,74,231
2025-02-01,칠곡RDC,3.5T,1004989211,대구광역시,달서구,4,11:25,12:47,82,138,1004989220,대구광역시,북구,4,15:06,16:59,113,333
2025-02-01,칠곡RDC,3.5T,1004989210,대구광역시,동구,8,11:38,13:54,136,72,1004989220,대구광역시,북구,4,15:06,16:59,113,321
2025-02-01,칠곡RDC,3.5T,1004989168,대구광역시,중구,4,11:51,12:41,50,81,1004989146,대구광역시,북구,2,14:02,15:16,74,205
2025-02-01,칠곡RDC,3.5T,1004989168,대구광역시,중구,4,11:51,12:41,50,144,1004989220,대구광역시,북구,4,15:06,16:59,113,307
2025-02-01,평택RDC,1T,1004989171,충청남도,천안시 서북구,4,08:19,09:47,88,73,1004989114,경기도,의정부시,2,11:00,14:52,232,393
2025-02-01,평택RDC,3.5T,1004989161,서울특별시,동대문구,1,06:21,08:28,128,133,1004989317,경기도,수원시 장안구,4,10:41,12:42,121,382
2025-02-01,평택RDC,3.5T,1004989161,서울특별시,동대문구,1,06:21,08:28,128,148,1004989405,경기도,평택시,4,10:57,11:30,33,310
2025-02-01,평택RDC,3.5T,1004989161,서울특별시,동대문구,1,06:21,08:28,128,174,1004989267,충청남도,천안시 서북구,4,11:22,13:10,108,409
2025-02-01,평택RDC,3.5T,1004989161,서울특별시,동대문구,1,06:21,08:28,128,174,1004989406,서울특별시,서초구,3,11:23,12:37,74,376
2025-02-01,평택RDC,3.5T,1004989161,서울특별시,동대문구,1,06:21,08:28,128,187,1004989552,경기도,용인시 기흥구,2,11:36,12:53,77,392
2025-02-01,평택RDC,3.5T,1004989161,서울특별시,동대문구,1,06:21,08:28,128,226,1004989198,경기도,수원시 영통구,4,12:14,13:47,93,447
2025-02-01,평택RDC,3.5T,1004989151,경기도,용인시 기흥구,1,06:41,10:29,228,67,1004989552,경기도,용인시 기흥구,2,11:36,12:53,77,371
2025-02-01,평택RDC,3.5T,1004989151,경기도,용인시 기흥구,1,06:41,10:29,228,106,1004989198,경기도,수원시 영통구,4,12:14,13:47,93,426
2025-02-01,평택RDC,3.5T,1004989151,경기도,용인시 기흥구,1,06:41,10:29,228,128,1004989167,경기도,용인시 기흥구,1,12:37,16:18,221,577
2025-02-01,평택RDC,3.5T,1004989151,경기도,용인시 기흥구,1,06:41,10:29,228,157,1004989457,경기도,화성시,2,13:06,16:20,194,579
2025-02-01,평택RDC,3.5T,1004989123,인천광역시,서구,3,06:44,09:44,180,73,1004989405,경기도,평택시,4,10:57,11:30,33,286
2025-02-01,평택RDC,3.5T,1004989123,인천광역시,서구,3,06:44,09:44,180,98,1004989267,충청남도,천안시 서북구,4,11:22,13:10,108,385
2025-02-01,평택RDC,3.5T,1004989123,인천광역시,서구,3,06:44,09:44,180,98,1004989406,서울특별시,서초구,3,11:23,12:37,74,353
2025-02-01,평택RDC,3.5T,1004989123,인천광역시,서구,3,06:44,09:44,180,111,1004989552,경기도,용인시 기흥구,2,11:36,12:53,77,368
2025-02-01,평택RDC,3.5T,1004989123,인천광역시,서구,3,06:44,09:44,180,150,1004989198,경기도,수원시 영통구,4,12:14,13:47,93,423
2025-02-01,평택RDC,3.5T,1004989123,인천광역시,서구,3,06:44,09:44,180,172,1004989167,경기도,용인시 기흥구,1,12:37,16:18,221,574
2025-02-01,평택RDC,3.5T,1004989123,인천광역시,서구,3,06:44,09:44,180,202,1004989457,경기도,화성시,2,13:06,16:20,194,575
2025-02-01,평택RDC,3.5T,1004989083,경기도,군포시,1,06:47,10:11,204,71,1004989267,충청남도,천안시 서북구,4,11:22,13:10,108,382
2025-02-01,평택RDC,3.5T,1004989083,경기도,군포시,1,06:47,10:11,204,72,1004989406,서울특별시,서초구,3,11:23,12:37,74,350
2025-02-01,평택RDC,3.5T,1004989083,경기도,군포시,1,06:47,10:11,204,85,1004989552,경기도,용인시 기흥구,2,11:36,12:53,77,365
2025-02-01,평택RDC,3.5T,1004989083,경기도,군포시,1,06:47,10:11,204,123,1004989198,경기도,수원시 영통구,4,12:14,13:47,93,420
2025-02-01,평택RDC,3.5T,1004989083,경기도,군포시,1,06:47,10:11,204,145,1004989167,경기도,용인시 기흥구,1,12:37,16:18,221,571
2025-02-01,평택RDC,3.5T,1004989083,경기도,군포시,1,06:47,10:11,204,175,1004989457,경기도,화성시,2,13:06,16:20,194,572
2025-02-01,평택RDC,3.5T,1004989133,서울특별시,노원구,1,06:49,09:11,142,90,1004989317,경기도,수원시 장안구,4,10:41,12:42,121,353
2025-02-01,평택RDC,3.5T,1004989133,서울특별시,노원구,1,06:49,09:11,142,106,1004989405,경기도,평택시,4,10:57,11:30,33,281
2025-02-01,평택RDC,3.5T,1004989133,서울특별시,노원구,1,06:49,09:11,142,131,1004989267,충청남도,천안시 서북구,4,11:22,13:10,108,381
2025-02-01,평택RDC,3.5T,1004989133,서울특별시,노원구,1,06:49,09:11,142,132,1004989406,서울특별시,서초구,3,11:23,12:37,74,348
2025-02-01,평택RDC,3.5T,1004989133,서울특별시,노원구,1,06:49,09:11,142,145,1004989552,경기도,용인시 기흥구,2,11:36,12:53,77,363
2025-02-01,평택RDC,3.5T,1004989133,서울특별시,노원구,1,06:49,09:11,142,183,1004989198,경기도,수원시 영통구,4,12:14,13:47,93,418
2025-02-01,평택RDC,3.5T,1004989133,서울특별시,노원구,1,06:49,09:11,142,206,1004989167,경기도,용인시 기흥구,1,12:37,16:18,221,569
2025-02-01,평택RDC,3.5T,1004989133,서울특별시,노원구,1,06:49,09:11,142,235,1004989457,경기도,화성시,2,13:06,16:20,194,571
2025-02-01,평택RDC,3.5T,1004989141,서울특별시,성동구,2,06:50,10:56,247,78,1004989198,경기도,수원시 영통구,4,12:14,13:47,93,417
2025-02-01,평택RDC,3.5T,1004989141,서울특별시,성동구,2,06:50,10:56,247,100,1004989167,경기도,용인시 기흥구,1,12:37,16:18,221,568
2025-02-01,평택RDC,3.5T,1004989141,서울특별시,성동구,2,06:50,10:56,247,129,1004989457,경기도,화성시,2,13:06,16:20,194,570
2025-02-01,평택RDC,3.5T,1004989113,경기도,김포시,1,07:08,09:28,140,73,1004989317,경기도,수원시 장안구,4,10:41,12:42,121,334
2025-02-01,평택RDC,3.5T,1004989113,경기도,김포시,1,07:08,09:28,140,89,1004989405,경기도,평택시,4,10:57,11:30,33,262
2025-02-01,평택RDC,3.5T,1004989113,경기도,김포시,1,07:08,09:28,140,114,1004989267,충청남도,천안시 서북구,4,11:22,13:10,108,362
2025-02-01,평택RDC,3.5T,1004989113,경기도,김포시,1,07:08,09:28,140,115,1004989406,서울특별시,서초구,3,11:23,12:37,74,329
2025-02-01,평택RDC,3.5T,1004989113,경기도,김포시,1,07:08,09:28,140,128,1004989552,경기도,용인시 기흥구,2,11:36,12:53,77,344
2025-02-01,평택RDC,3.5T,1004989113,경기도,김포시,1,07:08,09:28,140,167,1004989198,경기도,수원시 영통구,4,12:14,13:47,93,399
2025-02-01,평택RDC,3.5T,1004989113,경기도,김포시,1,07:08,09:28,140,189,1004989167,경기도,용인시 기흥구,1,12:37,16:18,221,550
2025-02-01,평택RDC,3.5T,1004989113,경기도,김포시,1,07:08,09:28,140,218,1004989457,경기도,화성시,2,13:06,16:20,194,552
2025-02-01,평택RDC,3.5T,1004989137,경기도,화성시,2,07:21,11:09,228,65,1004989198,경기도,수원시 영통구,4,12:14,13:47,93,386
2025-02-01,평택RDC,3.5T,1004989137,경기도,화성시,2,07:21,11:09,228,88,1004989167,경기도,용인시 기흥구,1,12:37,16:18,221,537
2025-02-01,평택RDC,3.5T,1004989137,경기도,화성시,2,07:21,11:09,228,117,1004989457,경기도,화성시,2,13:06,16:20,194,539
2025-02-01,평택RDC,3.5T,1004989121,서울특별시,서초구,4,07:36,09:31,114,70,1004989317,경기도,수원시 장안구,4,10:41,12:42,121,306
2025-02-01,평택RDC,3.5T,1004989121,서울특별시,서초구,4,07:36,09:31,114,86,1004989405,경기도,평택시,4,10:57,11:30,33,234
2025-02-01,평택RDC,3.5T,1004989121,서울특별시,서초구,4,07:36,09:31,114,111,1004989267,충청남도,천안시 서북구,4,11:22,13:10,108,333
2025-02-01,평택RDC,3.5T,1004989121,서울특별시,서초구,4,07:36,09:31,114,112,1004989406,서울특별시,서초구,3,11:23,12:37,74,301
2025-02-01,평택RDC,3.5T,1004989121,서울특별시,서초구,4,07:36,09:31,114,125,1004989552,경기도,용인시 기흥구,2,11:36,12:53,77,316
2025-02-01,평택RDC,3.5T,1004989121,서울특별시,서초구,4,07:36,09:31,114,164,1004989198,경기도,수원시 영통구,4,12:14,13:47,93,371
2025-02-01,평택RDC,3.5T,1004989121,서울특별시,서초구,4,07:36,09:31,114,186,1004989167,경기도,용인시 기흥구,1,12:37,16:18,221,522
2025-02-01,평택RDC,3.5T,1004989121,서울특별시,서초구,4,07:36,09:31,114,215,1004989457,경기도,화성시,2,13:06,16:20,194,523
2025-02-01,평택RDC,3.5T,1004989166,경기도,안성시,1,08:12,10:07,116,75,1004989267,충청남도,천안시 서북구,4,11:22,13:10,108,298
2025-02-01,평택RDC,3.5T,1004989166,경기도,안성시,1,08:12,10:07,116,75,1004989406,서울특별시,서초구,3,11:23,12:37,74,265
2025-02-01,평택RDC,3.5T,1004989166,경기도,안성시,1,08:12,10:07,116,88,1004989552,경기도,용인시 기흥구,2,11:36,12:53,77,281
2025-02-01,평택RDC,3.5T,1004989166,경기도,안성시,1,08:12,10:07,116,127,1004989198,경기도,수원시 영통구,4,12:14,13:47,93,336
2025-02-01,평택RDC,3.5T,1004989166,경기도,안성시,1,08:12,10:07,116,149,1004989167,경기도,용인시 기흥구,1,12:37,16:18,221,486
2025-02-01,평택RDC,3.5T,1004989166,경기도,안성시,1,08:12,10:07,116,178,1004989457,경기도,화성시,2,13:06,16:20,194,488
2025-02-01,평택RDC,3.5T,1004989105,경기도,화성시,14,08:49,10:19,90,63,1004989267,충청남도,천안시 서북구,4,11:22,13:10,108,261
2025-02-01,평택RDC,3.5T,1004989105,경기도,화성시,14,08:49,10:19,90,64,1004989406,서울특별시,서초구,3,11:23,12:37,74,228
2025-02-01,평택RDC,3.5T,1004989105,경기도,화성시,14,08:49,10:19,90,77,1004989552,경기도,용인시 기흥구,2,11:36,12:53,77,244
2025-02-01,평택RDC,3.5T,1004989105,경기도,화성시,14,08:49,10:19,90,115,1004989198,경기도,수원시 영통구,4,12:14,13:47,93,298
2025-02-01,평택RDC,3.5T,1004989105,경기도,화성시,14,08:49,10:19,90,138,1004989167,경기도,용인시 기흥구,1,12:37,16:18,221,449
2025-02-01,평택RDC,3.5T,1004989105,경기도,화성시,14,08:49,10:19,90,167,1004989457,경기도,화성시,2,13:06,16:20,194,451
2025-02-01,평택RDC,3.5T,1004989405,경기도,평택시,4,10:57,11:30,33,66,1004989167,경기도,용인시 기흥구,1,12:37,16:18,221,321
2025-02-01,평택RDC,3.5T,1004989405,경기도,평택시,4,10:57,11:30,33,96,1004989457,경기도,화성시,2,13:06,16:20,194,323
2025-02-01,칠곡RDC,5T,1004989156,부산광역시,남구,6,04:33,08:51,258,66,1004989087,경상남도,창원시 의창구,4,09:57,12:10,132,457
2025-02-01,칠곡RDC,5T,1004989156,부산광역시,남구,6,04:33,08:51,258,122,1004989047,경상북도,포항시 북구,2,10:53,14:15,202,582
2025-02-01,칠곡RDC,5T,1004989156,부산광역시,남구,6,04:33,08:51,258,165,1004989045,경상남도,창녕군,4,11:36,13:39,122,546
2025-02-03,칠곡RDC,1T,1004989717,경상남도,창원시 진해구,4,06:11,09:38,207,70,1004989647,경상북도,고령군,4,10:48,13:02,134,411
2025-02-03,칠곡RDC,1T,1004989717,경상남도,창원시 진해구,4,06:11,09:38,207,184,1004989747,경상남도,창녕군,4,12:42,14:32,110,500
2025-02-03,칠곡RDC,1T,1004989717,경상남도,창원시 진해구,4,06:11,09:38,207,195,1004989744,대구광역시,서구,4,12:53,13:29,36,437
2025-02-03,칠곡RDC,1T,1004989717,경상남도,창원시 진해구,4,06:11,09:38,207,232,1004989819,대구광역시,달서구,3,13:30,14:25,55,494
2025-02-03,칠곡RDC,1T,1004989648,경상북도,칠곡군,2,06:36,10:38,242,123,1004989747,경상남도,창녕군,4,12:42,14:32,110,475
2025-02-03,칠곡RDC,1T,1004989648,경상북도,칠곡군,2,06:36,10:38,242,135,1004989744,대구광역시,서구,4,12:53,13:29,36,412
2025-02-03,칠곡RDC,1T,1004989648,경상북도,칠곡군,2,06:36,10:38,242,171,1004989819,대구광역시,달서구,3,13:30,14:25,55,469
2025-02-03,칠곡RDC,1T,1004989649,울산광역시,울주군,3,06:50,09:22,152,86,1004989647,경상북도,고령군,4,10:48,13:02,134,372
2025-02-03,칠곡RDC,1T,1004989649,울산광역시,울주군,3,06:50,09:22,152,199,1004989747,경상남도,창녕군,4,12:42,14:32,110,462
2025-02-03,칠곡RDC,1T,1004989649,울산광역시,울주군,3,06:50,09:22,152,211,1004989744,대구광역시,서구,4,12:53,13:29,36,399
2025-02-03,칠곡RDC,1T,1004989772,경상북도,포항시 남구,1,06:52,09:08,137,100,1004989647,경상북도,고령군,4,10:48,13:02,134,371
2025-02-03,칠곡RDC,1T,1004989772,경상북도,포항시 남구,1,06:52,09:08,137,214,1004989747,경상남도,창녕군,4,12:42,14:32,110,460
2025-02-03,칠곡RDC,1T,1004989772,경상북도,포항시 남구,1,06:52,09:08,137,225,1004989744,대구광역시,서구,4,12:53,13:29,36,397
2025-02-03,칠곡RDC,1T,1004989773,부산광역시,연제구,4,08:12,11:05,173,97,1004989747,경상남도,창녕군,4,12:42,14:32,110,380
2025-02-03,칠곡RDC,1T,1004989773,부산광역시,연제구,4,08:12,11:05,173,108,1004989744,대구광역시,서구,4,12:53,13:29,36,317
2025-02-03,칠곡RDC,1T,1004989773,부산광역시,연제구,4,08:12,11:05,173,145,1004989819,대구광역시,달서구,3,13:30,14:25,55,373
2025-02-03,칠곡RDC,1T,1004989773,부산광역시,연제구,4,08:12,11:05,173,238,1004989855,대구광역시,북구,4,15:03,16:05,62,473
2025-02-03,칠곡RDC,1T,1004989677,부산광역시,강서구,1,08:34,12:32,238,151,1004989855,대구광역시,북구,4,15:03,16:05,62,451
2025-02-03,칠곡RDC,1T,1004989764,경상남도,하동군,4,08:46,11:47,181,66,1004989744,대구광역시,서구,4,12:53,13:29,36,283
2025-02-03,칠곡RDC,1T,1004989764,경상남도,하동군,4,08:46,11:47,181,102,1004989819,대구광역시,달서구,3,13:30,14:25,55,339
2025-02-03,칠곡RDC,1T,1004989764,경상남도,하동군,4,08:46,11:47,181,196,1004989855,대구광역시,북구,4,15:03,16:05,62,439
2025-02-03,칠곡RDC,1T,1004989706,울산광역시,북구,2,09:50,12:07,137,83,1004989819,대구광역시,달서구,3,13:30,14:25,55,275
2025-02-03,칠곡RDC,1T,1004989706,울산광역시,북구,2,09:50,12:07,137,176,1004989855,대구광역시,북구,4,15:03,16:05,62,375
2025-02-03,칠곡RDC,1T,1004989647,경상북도,고령군,4,10:48,13:02,134,121,1004989855,대구광역시,북구,4,15:03,16:05,62,317
2025-02-03,칠곡RDC,1T,1004989744,대구광역시,서구,4,12:53,13:29,36,94,1004989855,대구광역시,북구,4,15:03,16:05,62,192
2025-02-01,계룡RDC,1T,1004989109,충청북도,보은군,4,08:44,10:10,86,67,1004989044,대전광역시,서구,2,11:17,12:42,85,238
2025-02-01,칠곡RDC,1T,1004989159,경상남도,하동군,15,08:20,11:48,208,68,1004989213,대구광역시,달성군,4,12:56,13:50,54,330
2025-02-01,칠곡RDC,1T,1004989193,경상북도,안동시,20,08:20,10:54,154,122,1004989213,대구광역시,달성군,4,12:56,13:50,54,330
2025-02-01,칠곡RDC,1T,1004989158,경상남도,양산시,4,09:09,11:37,148,79,1004989213,대구광역시,달성군,4,12:56,13:50,54,281
2025-02-01,칠곡RDC,1T,1004989076,부산광역시,부산진구,4,09:20,11:53,153,62,1004989213,대구광역시,달성군,4,12:56,13:50,54,270
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,104,1004989616,경기도,수원시 권선구,1,10:36,13:52,197,460
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,113,1004989722,충청남도,당진시,2,10:45,12:33,108,380
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,127,1004989650,서울특별시,강서구,4,10:59,13:12,132,419
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,130,1004989634,충청남도,아산시,4,11:02,12:35,92,382
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,131,1004989617,경기도,오산시,1,11:03,12:57,114,405
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,135,1004989614,경기도,안양시 동안구,2,11:08,15:42,274,569
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,136,1004989783,인천광역시,부평구,4,11:08,14:14,185,481
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,151,1004989652,경기도,용인시 기흥구,2,11:23,14:57,214,524
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,174,1004989642,경기도,시흥시,4,11:46,15:26,219,553
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,184,1004989680,충청남도,천안시 동남구,1,11:56,14:17,141,484
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,187,1004989765,경기도,화성시,5,12:00,13:49,110,457
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,216,1004989588,경기도,고양시 일산서구,6,12:28,15:17,169,545
2025-02-03,평택RDC,3.5T,1004989049,서울특별시,구로구,4,06:12,08:52,160,234,1004989626,경기도,용인시 처인구,1,12:47,16:28,222,616
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,60,1004989652,경기도,용인시 기흥구,2,11:23,14:57,214,517
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,83,1004989642,경기도,시흥시,4,11:46,15:26,219,546
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,93,1004989680,충청남도,천안시 동남구,1,11:56,14:17,141,477
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,97,1004989765,경기도,화성시,5,12:00,13:49,110,449
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,125,1004989588,경기도,고양시 일산서구,6,12:28,15:17,169,537
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,144,1004989626,경기도,용인시 처인구,1,12:47,16:28,222,608
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,182,1004989939,경기도,평택시,1,13:25,14:05,40,465
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,184,1004989947,충청남도,천안시 동남구,1,13:27,15:43,136,563
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,196,1004989604,경기도,광명시,1,13:39,16:18,159,598
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,201,1004989946,경기도,광주시,4,13:44,15:35,111,555
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,213,1004989952,경기도,화성시,4,13:56,16:00,124,580
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,232,1004989781,경기도,양주시,2,14:15,16:41,146,621
2025-02-03,평택RDC,3.5T,1004989544,경기도,하남시,50,06:20,10:23,243,233,1004989825,경기도,화성시,4,14:16,15:34,77,554
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,71,1004989650,서울특별시,강서구,4,10:59,13:12,132,410
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,74,1004989634,충청남도,아산시,4,11:02,12:35,92,373
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,75,1004989617,경기도,오산시,1,11:03,12:57,114,395
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,80,1004989614,경기도,안양시 동안구,2,11:08,15:42,274,560
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,80,1004989783,인천광역시,부평구,4,11:08,14:14,185,472
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,95,1004989652,경기도,용인시 기흥구,2,11:23,14:57,214,515
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,118,1004989642,경기도,시흥시,4,11:46,15:26,219,544
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,128,1004989680,충청남도,천안시 동남구,1,11:56,14:17,141,475
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,132,1004989765,경기도,화성시,5,12:00,13:49,110,448
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,160,1004989588,경기도,고양시 일산서구,6,12:28,15:17,169,536
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,179,1004989626,경기도,용인시 처인구,1,12:47,16:28,222,607
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,217,1004989939,경기도,평택시,1,13:25,14:05,40,464
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,219,1004989947,충청남도,천안시 동남구,1,13:27,15:43,136,562
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,231,1004989604,경기도,광명시,1,13:39,16:18,159,596
2025-02-03,평택RDC,3.5T,1004989573,서울특별시,영등포구,2,06:22,09:48,207,236,1004989946,경기도,광주시,4,13:44,15:35,111,554
2025-02-03,평택RDC,3.5T,1004989268,서울특별시,노원구,6,06:24,09:56,212,63,1004989650,서울특별시,강서구,4,10:59,13:12,132,408
2025-02-03,평택RDC,3.5T,1004989268,서울특별시,노원구,6,06:24,09:56,212,66,1004989634,충청남도,아산시,4,11:02,12:35,92,371
